;Player;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib
394;Sergio Busquets;27.6;57;2.07;51;1;11;0.40;9;1
395;Unai Bustinza;29.8;32;1.07;27;0;2;0.07;1;0
396;Ludovic Butelle;26.0;2;0.08;1;0;0;0.00;0;0
397;Marcin Bułka;1.0;0;0.00;0;0;0;0.00;0;0
398;Sam Byram;14.4;20;1.39;14;1;0;0.00;0;0
399;Erick Cabaco;3.0;0;0.00;0;0;0;0.00;0;0
400;Erick Cabaco;9.0;6;0.67;4;0;0;0.00;0;0
401;Willy Caballero;5.0;0;0.00;0;0;0;0.00;0;0
402;Yohan Cabaye;9.5;20;2.10;15;1;1;0.10;1;0
403;Manuel Cabit;3.0;6;2.00;5;0;1;0.33;1;0
404;Ariday Cabrera;0.4;0;0.00;0;0;0;0.00;0;0
405;Leandro Cabrera;17.0;6;0.35;2;0;1;0.06;0;0
406;Leandro Cabrera;17.0;11;0.65;8;0;1;0.06;0;0
407;Fabrizio Cacciatore;12.8;15;1.17;14;0;2;0.16;2;0
408;Martín Cáceres;26.2;27;1.03;17;0;1;0.04;0;0
409;Anthony Caci;7.7;21;2.74;18;0;7;0.91;6;0
410;Jhonder Cádiz;8.9;25;2.82;12;5;3;0.34;1;1
411;Mathieu Cafaro;10.3;32;3.12;13;4;3;0.29;0;0
412;Jonathan Cafu;2.2;3;1.34;2;1;0;0.00;0;0
413;Gary Cahill;24.1;8;0.33;5;0;1;0.04;1;0
414;Felipe Caicedo;15.6;42;2.69;36;2;9;0.58;5;1
415;Arturo Calabresi;20.9;20;0.96;14;2;2;0.10;1;0
416;Davide Calabria;18.0;28;1.55;21;0;5;0.28;3;0
417;Riccardo Calafiori;0.7;1;1.53;0;0;1;1.53;0;0
418;Mattia Caldara;10.7;3;0.28;3;0;1;0.09;1;0
419;Marco Calderoni;22.9;39;1.70;26;1;5;0.22;3;0
420;Fernando Calero;11.6;3;0.26;1;0;0;0.00;0;0
421;Duje Ćaleta-Car;21.0;10;0.48;9;0;0;0.00;0;0
422;Hakan Çalhanoğlu;30.0;132;4.39;91;9;15;0.50;10;2
423;Daniel Caligiuri;25.5;87;3.41;38;6;8;0.31;3;0
424;José Callejón;24.1;98;4.06;66;0;9;0.37;7;0
425;Jonathan Calleri;20.1;39;1.94;22;2;7;0.35;5;0
426;Dominic Calvert-Lewin;29.2;57;1.95;34;2;3;0.10;2;0
427;Mahdi Camara;10.0;9;0.90;7;0;3;0.30;3;0
428;Souleymane Camara;1.8;6;3.31;6;0;0;0.00;0;0
429;Víctor Camarasa;0.1;1;15.00;1;0;0;0.00;0;0
430;Víctor Camarasa;14.4;24;1.67;17;1;2;0.14;0;0
431;Eduardo Camavinga;23.4;30;1.28;20;2;6;0.26;4;1
432;Sergio Camello;0.3;0;0.00;0;0;0;0.00;0;0
433;José Campaña;35.1;134;3.82;91;7;12;0.34;9;0
434;Xisco Campos;5.3;2;0.38;2;0;1;0.19;1;0
435;Víctor Campuzano;9.7;17;1.76;6;2;1;0.10;0;0
436;Emre Can;10.6;14;1.32;11;2;2;0.19;1;1
437;Emre Can;3.2;7;2.22;4;1;0;0.00;0;0
438;Sergio Canales;35.1;138;3.93;99;4;14;0.40;9;0
439;João Cancelo;13.4;44;3.28;32;6;2;0.15;1;0
440;Antonio Candreva;22.1;78;3.52;57;3;13;0.59;8;0
441;Gianmarco Cangiano;0.2;2;8.57;0;1;0;0.00;0;0
442;Todd Cantwell;27.7;74;2.68;58;6;5;0.18;5;0
443;Ander Capa;31.9;49;1.54;35;5;6;0.19;6;0
444;Pierrick Capelle;19.4;40;2.06;32;2;4;0.21;4;0
445;Étienne Capoue;29.2;44;1.51;32;2;3;0.10;2;0
446;Gianluca Caprari;7.4;29;3.91;20;4;2;0.27;1;0
447;Gianluca Caprari;6.5;29;4.43;21;2;3;0.46;3;0
448;Francesco Caputo;32.6;93;2.86;81;4;16;0.49;10;3
449;Maxence Caqueret;6.3;14;2.22;12;0;1;0.16;1;0
450;Andrea Carboni;4.1;2;0.49;2;0;0;0.00;0;0
451;Irvin Cardona;16.1;33;2.05;23;3;5;0.31;3;1
452;Marc Cardona;7.8;15;1.91;13;1;3;0.38;2;0
453;Diego Carlos;34.8;17;0.49;13;1;1;0.03;1;0
454;Lionel Carole;14.1;29;2.05;24;1;2;0.14;1;0
455;Yannick Carrasco;7.0;25;3.57;10;3;7;1.00;2;1
456;Daniel Carriço;9.4;3;0.32;3;0;0;0.00;0;0
457;Guido Carrillo;13.5;29;2.15;21;0;3;0.22;2;0
458;Andy Carroll;7.0;20;2.85;19;0;7;1.00;7;0
459;Dani Carvajal;30.4;74;2.43;61;4;6;0.20;4;0
460;Matis Carvalho;0.8;0;0.00;0;0;0;0.00;0;0
461;William Carvalho;9.9;14;1.41;12;1;1;0.10;1;0
462;Casemiro;34.3;54;1.57;40;0;7;0.20;4;0
463;Moreto Cassamã;6.6;14;2.13;6;0;2;0.30;0;0
464;Francesco Cassata;16.2;30;1.85;27;0;2;0.12;2;0
465;Timothy Castagne;19.7;45;2.29;38;1;7;0.36;5;0
466;Koen Casteels;26.0;4;0.15;4;0;0;0.00;0;0
467;Jean-Charles Castelletto;20.4;8;0.39;8;0;0;0.00;0;0
468;Samu Castillejo;13.4;66;4.91;42;6;6;0.45;4;0
469;Jonny Castro;32.1;54;1.68;42;2;7;0.22;5;0
470;Lucas Castro;4.7;13;2.75;12;0;0;0.00;0;0
471;Lucas Castro;6.7;15;2.23;10;2;1;0.15;1;0
472;Gaetano Castrovilli;29.7;98;3.30;70;12;6;0.20;5;0
473;Danilo Cataldi;6.6;28;4.26;19;1;2;0.30;1;0
474;Craig Cathcart;27.6;5;0.18;5;0;1;0.04;1;0
475;Edinson Cavani;6.7;23;3.42;18;3;2;0.30;1;0
476;Santi Cazorla;27.2;136;5.00;92;3;17;0.62;13;0
477;Dani Ceballos;18.8;49;2.61;32;0;8;0.43;5;0
478;Federico Ceccherini;9.3;4;0.43;3;1;0;0.00;0;0
479;Christian Celesia;0.0;1;90.00;1;0;0;0.00;0;0
480;Zeki Çelik;23.0;30;1.30;26;1;5;0.22;3;0
481;Fabien Centonze;28.0;42;1.50;30;3;5;0.18;4;0
482;Luca Ceppitelli;13.8;6;0.43;6;0;1;0.07;1;0
483;Alberto Cerri;4.7;11;2.36;9;0;0;0.00;0;0
484;Alberto Cerri;2.7;4;1.48;4;0;0;0.00;0;0
485;Julian Chabot;6.3;1;0.16;1;0;0;0.00;0;0
486;Florian Chabrolle;0.2;0;0.00;0;0;0;0.00;0;0
487;Fouad Chafik;17.0;47;2.77;36;1;6;0.35;5;0
488;Sofian Chakla;2.0;1;0.50;1;0;1;0.50;1;0
489;Nathaniel Chalobah;10.3;19;1.84;16;0;2;0.19;2;0
490;Calum Chambers;12.2;17;1.39;9;0;3;0.25;1;0
491;Jhon Chancellor;24.9;1;0.04;1;0;0;0.00;0;0
492;Timothy Chandler;13.6;23;1.70;15;1;3;0.22;1;1
493;Kwon Chang-hoon;7.5;21;2.80;14;4;3;0.40;1;0
494;Gaëtan Charbonnier;22.9;60;2.62;50;1;8;0.35;8;0
495;Brendan Chardonnet;9.1;5;0.55;5;0;0;0.00;0;0
496;Charles;14.5;25;1.73;17;1;2;0.14;1;0
497;Xavier Chavalerin;23.9;57;2.39;31;1;4;0.17;2;0
498;Pablo Chavarría;2.3;5;2.15;5;0;0;0.00;0;0
499;Aurélien Chedjou;21.9;12;0.55;10;0;1;0.05;1;0
500;Pape Cheikh Diop;6.7;11;1.65;7;1;4;0.60;1;1
501;Chema;3.4;1;0.29;1;0;0;0.00;0;0
502;Rayan Cherki;1.6;3;1.89;3;0;1;0.63;1;0
503;Denis Cheryshev;10.3;21;2.04;15;0;4;0.39;4;0
504;Giorgio Chiellini;2.2;2;0.89;2;0;0;0.00;0;0
505;Federico Chiesa;29.3;108;3.69;67;12;15;0.51;8;1
506;Ben Chilwell;26.4;63;2.39;53;1;7;0.27;7;0
507;Vlad Chiricheș;7.9;2;0.25;2;0;1;0.13;1;0
508;Tahith Chong;0.4;2;4.86;2;0;0;0.00;0;0
509;Joris Chotard;13.9;21;1.51;19;0;2;0.14;2;0
510;Hamza Choudhury;9.9;12;1.21;11;0;1;0.10;1;0
511;Mounir Chouiar;16.7;70;4.18;28;10;1;0.06;1;0
512;Andreas Christensen;19.5;11;0.57;10;0;1;0.05;1;0
513;Samuel Chukwueze;22.8;99;4.36;69;13;14;0.62;7;3
514;Darko Churlinov;0.2;2;8.57;2;0;0;0.00;0;0
515;Churripi;2.7;0;0.00;0;0;0;0.00;0;0
516;Luca Cigarini;17.8;63;3.55;38;1;9;0.51;7;0
517;Per Ciljan Skjelbred;18.1;17;0.94;15;0;2;0.11;2;0
518;Jasper Cillessen;23.3;3;0.13;2;0;1;0.04;1;0
519;Thiago Cionek;24.1;29;1.20;24;0;3;0.12;2;0
520;Ibrahim Cissé;0.6;0;0.00;0;0;0;0.00;0;0
521;Ibrahim Cissé;0.7;1;1.50;1;0;0;0.00;0;0
522;Andrea Cistana;20.4;9;0.44;8;0;1;0.05;1;0
523;Ciaran Clark;13.2;1;0.08;1;0;0;0.00;0;0
524;Leon Clarke;0.4;0;0.00;0;0;0;0.00;0;0
525;Alexis Claude-Maurice;18.1;56;3.09;32;11;5;0.28;4;1
526;Christian Clemens;0.2;0;0.00;0;0;0;0.00;0;0
527;Óscar Clemente;0.0;0;0.00;0;0;0;0.00;0;0
528;Yannis Clementia;2.0;0;0.00;0;0;0;0.00;0;0
529;Denilho Cleonise;0.5;1;1.91;1;0;0;0.00;0;0
530;Carlos Clerc;20.5;23;1.12;16;0;2;0.10;2;0
531;Tom Cleverley;10.8;31;2.87;24;0;1;0.09;0;0
532;Conor Coady;38.0;13;0.34;13;0;0;0.00;0;0
533;Marcus Coco;0.2;0;0.00;0;0;0;0.00;0;0
534;Renaud Cohade;8.5;20;2.36;15;0;1;0.12;0;0
535;Coke;11.0;17;1.55;13;2;0;0.00;0;0
536;Séamus Coleman;20.4;23;1.13;16;3;3;0.15;2;0
537;Álex Collado;0.1;1;15.00;1;0;0;0.00;0;0
538;Ebrima Colley;0.9;6;6.59;3;1;1;1.10;1;0
539;Omar Colley;30.8;23;0.75;18;0;3;0.10;2;0
540;Jamilu Collins;29.6;49;1.65;37;3;3;0.10;3;0
541;Simone Colombi;4.0;0;0.00;0;0;0;0.00;0;0
542;Lorenzo Colombo;0.1;0;0.00;0;0;0;0.00;0;0
543;Racine Coly;7.2;13;1.80;8;0;2;0.28;1;0
544;Kingsley Coman;16.7;76;4.54;61;8;10;0.60;8;0
545;Daniel Congré;21.6;12;0.56;8;0;3;0.14;1;0
546;Aaron Connolly;14.0;25;1.79;7;3;5;0.36;1;1
547;Andrea Consigli;31.0;8;0.26;8;0;0;0.00;0;0
548;Andrea Conti;19.2;25;1.30;21;0;2;0.10;2;0
549;Lewis Cook;15.0;32;2.13;24;1;4;0.27;2;0
550;Steve Cook;27.0;6;0.22;5;0;0;0.00;0;0
551;Francis Coquelin;21.2;17;0.80;15;0;2;0.09;0;0
552;Gabriele Corbo;1.4;0;0.00;0;0;0;0.00;0;0
553;Sébastien Corchia;3.0;11;3.68;6;1;0;0.00;0;0
554;Iñigo Córdoba;16.0;32;2.00;27;2;6;0.37;6;0
555;Jhon Córdoba;22.2;60;2.70;35;7;11;0.50;7;3
556;Sergio Córdova;4.1;7;1.72;4;2;4;0.98;1;2
557;Benjamin Corgnet;2.9;2;0.69;1;0;0;0.00;0;0
558;Jack Cork;29.0;25;0.86;20;2;3;0.10;3;0
559;Andreas Cornelius;16.6;37;2.23;33;1;5;0.30;3;0
560;Maxwel Cornet;14.8;45;3.05;29;4;7;0.47;3;3
561;Quentin Cornette;3.9;4;1.03;3;0;3;0.77;2;0
562;Ángel Correa;22.9;65;2.84;51;6;10;0.44;8;2
563;Joaquín Correa;22.2;110;4.95;70;16;14;0.63;9;2
564;Rober Correa;10.3;16;1.55;11;1;0;0.00;0;0
565;Thierry Correia;2.9;4;1.39;2;0;1;0.35;0;0
566;Antonio Cortés;2.0;5;2.49;4;0;0;0.00;0;0
567;Angelo da Costa Júnior;1.0;0;0.00;0;0;0;0.00;0;0
568;Danny da Costa;15.4;40;2.59;31;4;10;0.65;7;2
569;Diego Costa;15.0;29;1.93;19;2;5;0.33;4;0
570;Douglas Costa;8.9;52;5.84;39;5;7;0.79;5;1
571;Jaume Costa;15.4;18;1.17;15;0;0;0.00;0;0
572;Nuno da Costa;5.9;14;2.39;11;1;0;0.00;0;0
573;David Costas;3.8;0;0.00;0;0;0;0.00;0;0
574;Benoît Costil;28.0;0;0.00;0;0;0;0.00;0;0
575;Kalifa Coulibaly;18.0;27;1.50;24;2;1;0.06;1;0
576;Senou Coulibaly;7.4;3;0.41;2;0;0;0.00;0;0
577;Yoann Court;16.3;39;2.40;25;1;8;0.49;4;0
578;Thibaut Courtois;34.0;1;0.03;1;0;0;0.00;0;0
579;Philippe Coutinho;15.7;79;5.04;63;5;12;0.77;10;1
580;Nicolas Cozza;6.2;3;0.49;1;1;0;0.00;0;0
581;Alessio Cragno;16.0;1;0.06;1;0;0;0.00;0;0
582;Aaron Cresswell;30.3;46;1.52;33;2;2;0.07;1;1
583;Domenico Criscito;22.8;34;1.49;26;0;1;0.04;1;0
584;Bryan Cristante;18.0;42;2.34;34;1;5;0.28;5;0
585;Sebastián Cristóforo;9.7;15;1.54;9;1;0;0.00;0;0
586;Sebastián Cristóforo;1.0;5;5.00;2;0;0;0.00;0;0
587;Juan Cuadrado;29.5;104;3.53;89;4;10;0.34;9;0
588;Cucho;16.5;42;2.54;25;10;6;0.36;2;2
589;Marc Cucurella;36.0;93;2.59;71;2;9;0.25;7;0
590;Iván Cuéllar;27.0;3;0.11;1;0;0;0.00;0;0
591;Jaume Cuéllar;0.8;1;1.29;1;0;0;0.00;0;0
592;Mickaël Cuisance;3.4;14;4.10;11;1;3;0.88;2;0
593;Matheus Cunha;8.3;29;3.51;16;6;4;0.48;1;1
594;Matheus Cunha;3.1;14;4.52;7;0;1;0.32;0;0
595;Felipe Curcio;0.1;0;0.00;0;0;0;0.00;0;0
596;Patrick Cutrone;3.3;2;0.61;1;0;0;0.00;0;0
597;Patrick Cutrone;9.3;18;1.93;12;0;3;0.32;2;0
598;Wylan Cyprien;19.7;68;3.45;32;0;10;0.51;4;0
599;Rafael Czichos;24.5;15;0.61;10;0;3;0.12;1;0
600;Lennart-Marten Czyborra;0.2;0;0.00;0;0;0;0.00;0;0
601;Marco D'Alessandro;8.7;21;2.42;18;2;0;0.00;0;0
602;Danilo D'Ambrosio;15.6;16;1.03;12;1;0;0.00;0;0
603;Felice D'Amico;0.0;0;0.00;0;0;0;0.00;0;0
604;Lucas Da Cunha;0.8;4;5.00;3;0;0;0.00;0;0
605;Jacopo Da Riva;0.0;1;90.00;1;0;0;0.00;0;0
606;Damien Da Silva;24.9;13;0.52;12;0;2;0.08;2;0
607;Bryan Dabo;12.5;26;2.09;23;0;4;0.32;3;0
608;Moanes Dabour;0.3;1;3.46;1;0;0;0.00;0;0
609;Moanes Dabour;8.5;30;3.52;18;1;3;0.35;2;0
610;Colin Dagba;7.4;10;1.35;6;2;1;0.13;1;0
611;Mahmoud Dahoud;6.2;15;2.42;12;1;3;0.48;3;0
612;Leon Dajaku;0.1;0;0.00;0;0;0;0.00;0;0
613;Felipe dal Belo;11.1;6;0.54;4;0;0;0.00;0;0
614;Christian Dalle Mura;0.0;0;0.00;0;0;0;0.00;0;0
615;Diogo Dalot;0.7;0;0.00;0;0;0;0.00;0;0
616;Charlie Daniels;1.4;4;2.86;3;0;0;0.00;0;0
617;Danilo;16.0;36;2.25;29;1;4;0.25;3;0
618;Scott Dann;14.1;7;0.50;6;1;1;0.07;1;0
619;Kevin Danso;3.1;3;0.97;3;0;1;0.32;1;0
620;Dante;21.0;17;0.81;13;0;1;0.05;0;0
621;Andrea Danzi;0.0;0;0.00;0;0;0;0.00;0;0
622;Sergi Darder;29.5;63;2.13;46;4;4;0.14;4;0
623;Vladimír Darida;25.1;85;3.39;57;1;7;0.28;6;0
624;Matteo Darmian;29.8;39;1.31;28;1;3;0.10;3;0
625;Alphonso Davies;24.8;67;2.70;54;4;9;0.36;7;1
626;Ben Davies;15.9;17;1.07;15;0;0;0.00;0;0
627;Tom Davies;22.5;24;1.07;17;2;0;0.00;0;0
628;Keinan Davis;6.1;20;3.28;11;1;3;0.49;1;0
629;Paweł Dawidowicz;7.7;5;0.65;3;0;0;0.00;0;0
630;Craig Dawson;26.2;12;0.46;7;0;0;0.00;0;0
631;Kevin De Bruyne;31.0;222;7.16;157;11;34;1.10;25;2
632;Sebastien De Maio;16.7;5;0.30;5;0;3;0.18;3;0
633;Rodrigo De Paul;31.4;141;4.50;95;6;16;0.51;6;2
634;Mattia De Sciglio;5.2;11;2.10;8;2;1;0.19;1;0
635;Lorenzo De Silvestri;24.9;34;1.36;27;1;1;0.04;0;0
636;Lucas Deaux;14.8;26;1.75;23;1;2;0.13;2;0
637;Mathieu Debuchy;19.7;36;1.83;27;4;2;0.10;1;0
638;Troy Deeney;24.7;51;2.06;42;0;5;0.20;4;0
639;Grégoire Defrel;10.9;24;2.20;17;3;6;0.55;4;1
640;Alessandro Deiola;0.0;0;0.00;0;0;0;0.00;0;0
641;Alessandro Deiola;8.0;14;1.76;12;0;1;0.13;1;0
642;Romain Del Castillo;13.8;46;3.33;32;5;6;0.43;6;0
643;Thomas Delaine;13.9;22;1.58;16;4;0;0.00;0;0
644;Thomas Delaney;9.2;9;0.98;8;0;2;0.22;2;0
645;Paul Delecroix;1.5;1;0.66;1;0;0;0.00;0;0
646;Cristian Dell'Orco;11.2;17;1.52;16;0;1;0.09;1;0
647;Andy Delort;25.3;80;3.16;48;9;10;0.39;3;2
648;Fabian Delph;13.2;18;1.36;16;0;2;0.15;2;0
649;Moussa Dembélé;24.3;49;2.02;37;3;7;0.29;4;1
650;Ousmane Dembélé;4.0;18;4.54;10;5;2;0.50;1;1
651;Merih Demiral;4.6;2;0.43;2;0;1;0.22;1;0
652;Kerem Demirbay;17.5;74;4.23;37;3;10;0.57;4;0
653;Diego Demme;13.5;33;2.45;31;0;2;0.15;2;0
654;Diego Demme;10.0;18;1.80;17;0;1;0.10;1;0
655;Jason Denayer;23.7;8;0.34;8;0;2;0.08;2;0
656;Leander Dendoncker;31.1;19;0.61;18;1;1;0.03;1;0
657;Kevin Denkey;6.7;15;2.24;10;2;3;0.45;2;0
658;Stefano Denswil;24.9;24;0.96;19;0;2;0.08;2;0
659;Fabio Depaoli;20.6;51;2.48;37;3;3;0.15;1;0
660;Memphis Depay;11.3;53;4.69;21;10;6;0.53;2;3
661;Kastriot Dermaku;11.4;4;0.35;4;0;0;0.00;0;0
662;Daniele Dessena;20.8;19;0.91;14;0;3;0.14;1;0
663;Mattia Destro;2.1;2;0.97;2;0;0;0.00;0;0
664;Mattia Destro;1.7;5;3.00;1;2;0;0.00;0;0
665;Gerard Deulofeu;23.3;93;3.99;51;14;10;0.43;5;1
666;Deyverson;2.3;5;2.21;4;0;2;0.88;1;0
667;Samuel Di Carmine;14.4;19;1.32;13;0;2;0.14;1;0
668;Federico Di Francesco;12.0;41;3.41;24;4;2;0.17;1;0
669;Giovanni Di Lorenzo;33.0;63;1.91;55;1;6;0.18;5;0
670;Ángel Di María;22.2;137;6.17;98;9;25;1.13;17;2
671;Boulaye Dia;20.1;45;2.24;31;5;5;0.25;3;1
672;Fousseni Diabaté;13.2;25;1.89;20;2;4;0.30;3;1
673;Moussa Diaby;19.7;67;3.40;48;12;10;0.51;7;2
674;Mouctar Diakhaby;16.0;6;0.37;5;0;0;0.00;0;0
675;Bafodé Diakité;15.2;7;0.46;6;0;0;0.00;0;0
676;Abdou Diallo;13.3;10;0.75;7;0;1;0.07;1;0
677;Habib Diallo;24.4;56;2.30;35;11;8;0.33;4;3
678;Ibrahima Diallo;17.3;20;1.15;16;1;3;0.17;3;0
679;Moussa Diarra;1.0;0;0.00;0;0;0;0.00;0;0
680;Raphael Dias Belloli;18.8;94;5.01;56;15;7;0.37;6;0
681;Lucas Dias;3.5;0;0.00;0;0;0;0.00;0;0
682;Amadou Diawara;16.9;34;2.02;31;0;2;0.12;2;0
683;Brahim Díaz;0.7;2;2.77;1;0;0;0.00;0;0
684;Víctor Díaz;32.0;46;1.44;33;0;9;0.28;5;0
685;Bakaye Dibassy;20.8;8;0.39;5;1;0;0.00;0;0
686;Eric Dier;14.9;10;0.67;9;0;1;0.07;1;0
687;Lucas Digne;33.7;105;3.12;58;2;11;0.33;8;0
688;Virgil van Dijk;38.0;24;0.63;19;0;6;0.16;4;0
689;Mitchell Dijks;11.2;16;1.43;14;1;0;0.00;0;0
690;Javairô Dilrosun;14.5;26;1.79;14;6;4;0.28;2;2
691;Federico Dimarco;5.8;18;3.11;11;0;4;0.69;3;0
692;Federico Dimarco;0.3;0;0.00;0;0;0;0.00;0;0
693;Tristan Dingomé;9.9;26;2.62;23;0;2;0.20;2;0
694;Lois Diony;7.4;12;1.62;6;2;1;0.14;0;1
695;Issa Diop;30.7;9;0.29;6;0;1;0.03;1;0
696;Papakouli Diop;25.0;32;1.28;25;0;2;0.08;1;0
697;Assane Dioussé;1.3;2;1.50;2;0;1;0.75;1;0
698;Axel Disasi;27.0;17;0.63;16;0;1;0.04;0;0
699;Tiago Djaló;7.3;3;0.41;2;0;0;0.00;0;0
700;Djené;34.0;11;0.32;9;0;0;0.00;0;0
701;Moussa Djenepo;10.3;40;3.88;19;11;6;0.58;3;2
702;Koffi Djidji;9.5;3;0.32;3;0;1;0.11;1;0
703;Alexander Djiku;22.9;16;0.70;13;0;1;0.04;1;0
704;Berat Djimsiti;30.9;26;0.84;22;0;1;0.03;0;0
705;Naïs Djouahra;0.3;3;9.31;2;1;1;3.10;1;0
706;Marko Dmitrović;35.0;8;0.23;2;0;0;0.00;0;0
707;Matt Doherty;31.5;64;2.03;48;6;15;0.48;7;3
708;Kasper Dolberg;21.0;26;1.24;14;3;6;0.29;3;1
709;Keagan Dolly;1.6;7;4.26;4;1;0;0.00;0;0
710;Jaume Doménech;14.7;1;0.07;0;0;0;0.00;0;0
711;Nicolás Domínguez;7.8;20;2.58;19;1;1;0.13;1;0
712;Giulio Donati;19.6;41;2.10;33;2;6;0.31;3;0
713;Ji Dong-won;1.1;0;0.00;0;0;0;0.00;0;0
714;Anastasios Donis;6.8;12;1.77;5;4;0;0.00;0;0
715;Alfredo Donnarumma;18.7;45;2.40;30;4;5;0.27;4;0
716;Gianluigi Donnarumma;35.6;1;0.03;0;0;0;0.00;0;0
717;Gabriel Dos Santos;23.2;15;0.65;11;0;2;0.09;1;0
718;Mathieu Dossevi;19.5;74;3.80;41;6;4;0.21;4;0
719;Bas Dost;16.4;41;2.50;33;2;6;0.37;4;1
720;Abdoulaye Doucouré;35.1;84;2.40;59;10;6;0.17;4;0
721;Mamadou Doucouré;0.0;0;0.00;0;0;0;0.00;0;0
722;Moussa Doumbia;19.1;61;3.20;41;5;4;0.21;1;1
723;Souleyman Doumbia;1.0;1;1.00;1;0;0;0.00;0;0
724;Souleyman Doumbia;5.0;7;1.40;5;2;2;0.40;2;0
725;Thomas Doyle;0.2;0;0.00;0;0;0;0.00;0;0
726;Mohamed Dräger;16.2;26;1.61;18;1;5;0.31;4;0
727;Aleksandar Dragović;11.4;13;1.14;12;0;0;0.00;0;0
728;Bartłomiej Drągowski;31.0;7;0.23;5;0;1;0.03;1;0
729;Julian Draxler;7.6;21;2.76;15;2;8;1.05;4;1
730;Dominick Drexler;17.6;58;3.29;45;3;6;0.34;5;0
731;Danny Drinkwater;2.9;4;1.39;3;0;0;0.00;0;0
732;Danny Drinkwater;0.6;0;0.00;0;0;0;0.00;0;0
733;Josip Drmić;7.2;12;1.67;7;1;2;0.28;0;1
734;Domingos Duarte;34.3;5;0.15;4;0;1;0.03;1;0
735;Léo Duarte;4.5;1;0.22;0;0;0;0.00;0;0
736;Óscar Duarte;5.4;4;0.74;3;0;1;0.19;1;0
737;Rubén Duarte;29.6;37;1.25;24;0;6;0.20;2;0
738;Edgaras Dubickas;0.0;0;0.00;0;0;0;0.00;0;0
739;Leo Dubois;15.0;24;1.60;21;1;1;0.07;1;0
740;Martin Dúbravka;38.0;2;0.05;1;0;0;0.00;0;0
741;Ondrej Duda;8.0;26;3.23;15;1;2;0.25;1;0
742;Ondrej Duda;5.0;17;3.42;10;3;2;0.40;2;0
743;Shane Duffy;13.8;5;0.36;4;1;0;0.00;0;0
744;Haris Duljević;5.8;24;4.15;20;3;6;1.04;5;1
745;Paul Dummett;13.6;6;0.44;5;0;1;0.07;1;0
746;Alfred Duncan;9.9;20;2.03;17;1;2;0.20;1;0
747;Alfred Duncan;9.4;27;2.88;27;0;6;0.64;6;0
748;Lewis Dunk;35.9;26;0.72;23;0;3;0.08;3;0
749;Erik Durm;5.7;9;1.59;6;1;1;0.18;1;0
750;Riza Durmisi;1.8;0;0.00;0;0;0;0.00;0;0
751;Hugo Duro;4.2;7;1.67;3;0;2;0.48;1;0
752;Jean-Kevin Duverne;13.1;11;0.84;9;1;2;0.15;1;0
753;Paulo Dybala;23.9;151;6.31;96;14;25;1.04;10;4
754;Edin Džeko;31.7;112;3.53;79;12;18;0.57;11;1
755;Blerim Džemaili;7.8;31;4.00;26;0;1;0.13;1;0
756;Bruno Ecuele Manga;28.0;11;0.39;8;0;1;0.04;0;0
757;Simone Edera;4.4;17;3.84;6;1;2;0.45;1;0
758;Ederson;34.1;4;0.12;4;0;1;0.03;1;0
759;John Egan;35.4;6;0.17;3;0;1;0.03;0;0
760;Johannes Eggestein;5.7;11;1.94;7;1;0;0.00;0;0
761;Maximilian Eggestein;31.7;69;2.18;53;5;7;0.22;5;0
762;Kingsley Ehizibue;25.9;40;1.55;27;5;4;0.15;3;1
763;Albin Ekdal;26.5;57;2.15;49;0;7;0.26;4;0
764;Harvey Elliot;0.1;0;0.00;0;0;0;0.00;0;0
765;Elif Elmas;12.6;46;3.65;31;8;4;0.32;2;0
766;Ilay Elmkies;0.0;0;0.00;0;0;0;0.00;0;0
767;Ahmed Elmohamady;11.5;28;2.44;27;0;1;0.09;1;0
768;Aritz Elustondo;16.8;10;0.60;8;0;3;0.18;2;0
769;Nico Elvedi;29.1;8;0.28;7;0;1;0.03;1;0
770;Rodrigo Ely;23.6;2;0.08;2;0;0;0.00;0;0
771;Adri Embarba;15.2;33;2.17;17;4;4;0.26;4;0
772;Breel Embolo;17.2;57;3.31;35;5;12;0.70;7;0
773;Emerson;31.5;60;1.90;47;3;8;0.25;6;1
774;Renaud Emond;3.2;6;1.85;3;0;1;0.31;0;0
775;Alan Empereur;9.5;4;0.42;4;0;0;0.00;0;0
776;Youssef En-Nesyri;15.4;24;1.56;14;2;5;0.32;3;0
777;Youssef En-Nesyri;8.8;6;0.68;5;0;0;0.00;0;0
778;Björn Engels;16.1;6;0.37;5;0;0;0.00;0;0
779;Sergi Enrich;20.7;19;0.92;12;1;5;0.24;3;0
780;Javier Eraso;9.1;14;1.55;9;0;0;0.00;0;0
781;Christian Eriksen;12.2;41;3.36;31;1;3;0.25;2;0
782;Christian Eriksen;7.8;37;4.74;24;1;6;0.77;5;0
783;Gonzalo Escalante;18.6;18;0.97;10;1;3;0.16;1;0
784;Aarón Escandell;3.0;2;0.67;2;0;0;0.00;0;0
785;Sergio Escudero;8.6;12;1.40;9;2;1;0.12;0;0
786;Espeto;23.4;69;2.94;42;11;6;0.26;2;0
787;Bernardo Espinosa;25.1;8;0.32;8;0;0;0.00;0;0
788;Sebastiano Esposito;2.2;7;3.17;4;0;0;0.00;0;0
