Name;Position;Age;Min;Goals;Goals.1;Asists;Asists.1;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;PlayerName;Value;Value2;Comp
Riccardo Sottil;FW;20.0;514;0;0.0;0;0.0;0.0;5.7;23.0;4.03;12.0;4.0;4.0;0.7;2.0;0.0;160.0;77.7;2518.0;376.0;18;0.0;44.4;8;2.8;0.0;3;3.0;9.0;16.7;18;1.0;33.0;18.0;0.0;Forward;Riccardo Sottil;4.0;M;it Serie A
Richarlison;FW;22.0;3070;13;0.38;3;0.09;0.47;34.1;81.0;2.37;45.0;10.0;10.0;0.29;5.0;2.0;543.0;66.0;8881.0;2209.0;35;0.0;35.1;31;2.67;0.14;45;19.0;34.0;26.5;36;1.31;181.0;66.0;2.0;Forward;Richarlison;40.0;M;eng Premier League
Ridle Baku;DF;21.0;2351;1;0.04;3;0.11;0.15;26.1;65.0;2.49;51.0;3.0;10.0;0.38;9.0;0.0;830.0;71.7;16301.0;5889.0;68;0.0;38.3;6;0.84;0.05;35;20.0;73.0;28.3;30;1.03;25.0;31.0;3.0;Defender;Ridle Baku;4.0;M;de Bundesliga
Riqui Puig;MF;19.0;510;0;0.0;2;0.35;0.35;5.7;20.0;3.53;16.0;0.0;2.0;0.35;2.0;0.0;394.0;91.0;6796.0;1044.0;0;0.0;0.0;4;1.24;0.0;6;3.0;4.0;19.6;11;2.18;9.0;14.0;0.0;Midfielder;Riqui Puig;4.0;M;es La Liga
Riyad Mahrez;FW;28.0;1944;11;0.51;9;0.42;0.93;21.6;140.0;6.48;90.0;20.0;31.0;1.44;17.0;5.0;1009.0;84.9;18604.0;4416.0;52;5.0;30.3;30;3.38;0.14;21;13.0;38.0;28.2;33;2.09;150.0;60.0;1.0;Forward;Riyad Mahrez;50.0;M;eng Premier League
Riza Durmisi;DF;25.0;160;0;0.0;0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;81.0;1496.0;264.0;2;0.0;0.0;1;0.56;0.0;1;1.0;3.0;33.3;4;1.5;1.0;1.0;0.0;Defender;Riza Durmisi;2.0;M;fr Ligue 1
Rob Holding;DF;23.0;581;0;0.0;0;0.0;0.0;6.5;2.0;0.31;2.0;0.0;0.0;0.0;0.0;0.0;292.0;86.4;6532.0;1724.0;1;0.0;53.3;0;0.15;0.0;3;2.0;19.0;29.8;8;1.63;7.0;2.0;1.0;Defender;Rob Holding;20.0;M;eng Premier League
Robbie Brady;MF;27.0;454;1;0.2;2;0.4;0.59;5.0;13.0;2.58;9.0;0.0;3.0;0.59;3.0;0.0;108.0;64.7;1702.0;673.0;8;0.0;75.0;1;2.38;0.08;5;2.0;14.0;22.2;17;1.0;15.0;4.0;0.0;Midfielder;Robbie Brady;7.0;M;eng Premier League
Robert Andrich;MF;24.0;2572;1;0.03;2;0.07;0.1;28.6;79.0;2.76;54.0;4.0;6.0;0.21;5.0;0.0;857.0;71.2;15607.0;5438.0;29;2.0;58.6;7;1.75;0.02;46;27.0;39.0;24.7;30;1.07;33.0;27.0;3.0;Midfielder;Robert Andrich;5.0;M;de Bundesliga
Robert Skov;DF;23.0;2608;4;0.14;7;0.24;0.38;29.0;90.0;3.11;38.0;8.0;11.0;0.38;5.0;1.0;1005.0;75.0;18535.0;6344.0;76;0.0;42.9;19;2.17;0.06;30;26.0;45.0;31.8;31;1.55;75.0;43.0;4.0;Defender;Robert Skov;10.0;M;de Bundesliga
Robert Snodgrass;MF;31.0;1509;5;0.3;5;0.3;0.6;16.8;51.0;3.04;19.0;3.0;7.0;0.42;3.0;0.0;435.0;68.5;7989.0;2672.0;52;0.0;40.0;10;1.25;0.24;10;10.0;21.0;24.5;24;0.92;59.0;15.0;1.0;Midfielder;Robert Snodgrass;5.0;M;eng Premier League
Roberto;GK;33.0;1477;0;0.0;0;0.0;0.0;16.4;1.0;0.055;1.0;0.0;0.0;0.0;0.0;0.0;235.0;50.0;11000.0;9095.0;0;0.0;0.0;0;0.055;0.0;1;1.0;0.0;0.0;17;0.515;1.0;0.0;0.0;Goalkeeper;Roberto;2.0;M;es La Liga
Roberto Firmino;FW;27.0;2988;9;0.27;8;0.24;0.51;33.2;97.0;2.92;72.0;15.0;19.0;0.57;14.0;4.0;931.0;79.5;14337.0;3589.0;16;0.0;28.2;37;3.01;0.09;26;10.0;47.0;31.1;38;2.61;229.0;59.0;2.0;Forward;Roberto Firmino;70.0;M;eng Premier League
Roberto Gagliardini;MF;25.0;1797;4;0.2;2;0.1;0.3;20.0;58.0;2.9;43.0;0.0;5.0;0.25;4.0;0.0;798.0;85.2;14319.0;4081.0;11;1.0;56.5;17;1.7;0.12;27;13.0;41.0;32.4;24;2.25;67.0;9.0;1.0;Midfielder;Roberto Gagliardini;10.0;M;it Serie A
Roberto Inglese;FW;27.0;766;4;0.47;0;0.0;0.47;8.5;9.0;1.06;8.0;1.0;1.0;0.12;1.0;0.0;102.0;66.7;1647.0;230.0;5;0.0;37.5;11;2.7;0.17;7;2.0;10.0;25.8;17;1.47;49.0;10.0;2.0;Forward;Roberto Inglese;9.0;M;it Serie A
Roberto López;MF;19.0;51;0;0.0;1;1.76;1.76;0.6;3.0;5.29;3.0;0.0;2.0;3.53;2.0;0.0;36.0;78.3;625.0;154.0;1;0.0;50.0;0;0.0;0.0;2;0.0;2.0;31.3;3;0.0;0.0;3.0;0.0;Midfielder;Roberto López;4.0;M;es La Liga
Roberto Pereyra;FW;28.0;1648;3;0.16;0;0.0;0.16;18.3;42.0;2.29;26.0;4.0;1.0;0.05;0.0;0.0;538.0;82.3;8708.0;1978.0;16;1.0;20.0;8;1.04;0.11;10;5.0;39.0;26.5;28;0.89;57.0;25.0;0.0;Forward;Roberto Pereyra;7.0;M;eng Premier League
Roberto Piccoli;FW;18.0;17;0;0.0;0;0.0;0.0;0.2;1.0;5.29;1.0;0.0;0.0;0.0;0.0;0.0;5.0;83.3;78.0;14.0;0;0.0;0.0;0;5.29;0.0;0;0.0;1.0;60.0;1;3.0;1.0;0.0;0.0;Forward;Roberto Piccoli;400.0;K;it Serie A
Roberto Soldado;FW;34.0;2347;7;0.27;4;0.15;0.42;26.1;43.0;1.65;33.0;0.0;8.0;0.31;5.0;0.0;390.0;68.7;5951.0;1039.0;23;1.0;35.6;13;1.27;0.18;7;4.0;16.0;26.9;33;1.58;102.0;13.0;3.0;Forward;Roberto Soldado;400.0;K;es La Liga
Roberto Soriano;MF;28.0;2469;5;0.18;5;0.18;0.36;27.4;106.0;3.86;87.0;5.0;12.0;0.44;8.0;0.0;1031.0;84.0;16658.0;5019.0;29;3.0;33.3;16;1.35;0.14;37;17.0;31.0;29.5;29;1.31;75.0;29.0;0.0;Midfielder;Roberto Soriano;10.0;M;it Serie A
Roberto Torres;MF;30.0;2717;7;0.23;8;0.26;0.5;30.2;88.0;2.91;56.0;3.0;10.0;0.33;6.0;0.0;722.0;64.6;13886.0;5056.0;83;0.0;41.7;19;2.38;0.03;20;12.0;57.0;25.1;36;1.42;77.0;30.0;3.0;Midfielder;Roberto Torres;5.0;M;es La Liga
Robin Gosens;DF;25.0;2617;9;0.31;7;0.24;0.55;29.1;71.0;2.44;57.0;1.0;12.0;0.41;10.0;0.0;1179.0;78.4;19069.0;7355.0;72;0.0;65.2;20;1.79;0.17;32;18.0;56.0;30.7;34;2.06;121.0;16.0;1.0;Defender;Robin Gosens;20.0;M;it Serie A
Robin Knoche;DF;27.0;1594;1;0.06;0;0.0;0.06;17.7;14.0;0.79;13.0;1.0;0.0;0.0;0.0;0.0;790.0;84.4;18843.0;5894.0;4;0.0;56.8;2;0.23;0.25;25;20.0;40.0;38.9;21;1.71;13.0;7.0;1.0;Defender;Robin Knoche;5.0;M;de Bundesliga
Robin Koch;DF;23.0;2705;1;0.03;0;0.0;0.03;30.1;31.0;1.03;28.0;0.0;0.0;0.0;0.0;0.0;1253.0;85.5;31223.0;8909.0;4;0.0;65.9;9;1.06;0.03;24;8.0;43.0;28.5;32;1.5;48.0;5.0;1.0;Defender;Robin Koch;20.0;M;de Bundesliga
Robin Le Normand;DF;22.0;2394;1;0.04;0;0.0;0.04;26.6;11.0;0.41;10.0;0.0;1.0;0.04;1.0;0.0;1516.0;89.4;31910.0;8059.0;2;0.0;64.5;2;0.45;0.08;27;22.0;22.0;43.9;31;1.68;23.0;0.0;0.0;Defender;Robin Le Normand;5.0;M;es La Liga
Robin Olsen;GK;29.0;1524;0;0.0;0;0.0;0.0;16.9;1.0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;324.0;64.8;11146.0;7251.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;17;1.71;0.0;0.0;0.0;Goalkeeper;Robin Olsen;8.0;M;it Serie A
Robin Quaison;FW;25.0;2602;13;0.45;2;0.07;0.52;28.9;57.0;1.97;37.0;10.0;4.0;0.14;3.0;1.0;408.0;70.7;6591.0;1424.0;12;0.0;30.3;29;2.49;0.17;13;7.0;33.0;22.7;32;1.06;100.0;41.0;0.0;Forward;Robin Quaison;7.0;M;de Bundesliga
Robin Zentner;GK;24.0;1935;0;0.0;0;0.0;0.0;21.5;2.0;0.09;2.0;0.0;0.0;0.0;0.0;0.0;512.0;64.0;16360.0;10993.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;100.0;22;1.18;0.0;2.0;0.0;Goalkeeper;Robin Zentner;2.0;M;de Bundesliga
Rodri;MF;23.0;2486;3;0.11;2;0.07;0.18;27.6;65.0;2.35;57.0;2.0;3.0;0.11;2.0;0.0;2363.0;93.1;48604.0;10716.0;4;0.0;67.6;9;0.87;0.13;44;28.0;28.0;29.7;35;2.14;29.0;25.0;0.0;Midfielder;Rodri;50.0;M;eng Premier League
Rodrigo;FW;28.0;1880;4;0.19;7;0.34;0.53;20.9;44.0;2.11;38.0;1.0;12.0;0.57;9.0;1.0;479.0;75.8;8439.0;1685.0;30;1.0;41.3;14;1.87;0.1;7;1.0;14.0;28.7;27;1.48;89.0;17.0;0.0;Forward;Rodrigo;50.0;M;es La Liga
Rodrigo Becão;DF;23.0;2213;1;0.04;1;0.04;0.08;24.6;10.0;0.41;6.0;0.0;2.0;0.08;1.0;0.0;899.0;86.3;18661.0;6731.0;3;0.0;70.0;2;0.33;0.13;45;28.0;50.0;31.2;29;1.17;18.0;2.0;1.0;Defender;Rodrigo Becão;5.0;M;it Serie A
Rodrigo De Paul;MF;25.0;2822;7;0.22;6;0.19;0.41;31.4;141.0;4.5;95.0;6.0;16.0;0.51;6.0;2.0;1377.0;74.7;28748.0;7936.0;127;0.0;15.4;30;2.74;0.08;37;21.0;51.0;26.8;34;1.21;96.0;55.0;5.0;Midfielder;Rodrigo De Paul;20.0;M;it Serie A
Rodrigo Ely;DF;25.0;2121;2;0.08;0;0.0;0.08;23.6;2.0;0.08;2.0;0.0;0.0;0.0;0.0;0.0;667.0;79.5;16672.0;5747.0;0;0.0;70.4;3;0.25;0.33;16;10.0;38.0;30.6;25;1.0;15.0;4.0;0.0;Defender;Rodrigo Ely;4.0;M;es La Liga
Rodrigo Palacio;FW;37.0;2517;7;0.25;3;0.11;0.36;28.0;87.0;3.11;76.0;6.0;9.0;0.32;7.0;0.0;761.0;74.1;12374.0;2336.0;78;0.0;41.5;25;2.11;0.12;14;4.0;25.0;25.5;35;1.31;172.0;40.0;1.0;Forward;Rodrigo Palacio;600.0;K;it Serie A
Roger Assalé;FW;25.0;531;2;0.34;1;0.17;0.51;5.9;19.0;3.22;13.0;1.0;3.0;0.51;1.0;0.0;105.0;82.7;1701.0;438.0;6;3.0;15.4;6;1.86;0.18;1;0.0;6.0;25.7;14;1.0;36.0;16.0;1.0;Forward;Roger Assalé;9.0;M;es La Liga
Roger Martí;FW;28.0;2267;11;0.44;1;0.04;0.48;25.2;41.0;1.63;31.0;0.0;4.0;0.16;1.0;0.0;284.0;63.4;4552.0;1224.0;23;2.0;31.6;20;2.1;0.13;11;5.0;20.0;18.8;36;1.25;95.0;12.0;2.0;Forward;Roger Martí;10.0;M;es La Liga
Rogério;DF;21.0;1015;1;0.09;1;0.09;0.18;11.3;29.0;2.57;20.0;0.0;3.0;0.27;2.0;0.0;596.0;84.4;10274.0;3378.0;30;0.0;37.5;4;0.98;0.09;12;9.0;28.0;31.1;15;1.47;19.0;15.0;2.0;Defender;Rogério;5.0;M;it Serie A
Roland Sallai;MF;22.0;1162;2;0.15;0;0.0;0.15;12.9;31.0;2.4;23.0;3.0;2.0;0.15;1.0;0.0;237.0;69.1;3696.0;837.0;25;0.0;40.0;12;2.63;0.06;17;2.0;15.0;28.1;21;1.14;49.0;28.0;1.0;Midfielder;Roland Sallai;4.0;M;de Bundesliga
Rolando Mandragora;MF;22.0;2050;0;0.0;2;0.09;0.09;22.8;69.0;3.03;47.0;1.0;4.0;0.18;4.0;0.0;788.0;81.0;14239.0;3960.0;26;0.0;50.0;7;2.41;0.0;33;20.0;52.0;24.7;26;1.08;48.0;13.0;1.0;Midfielder;Rolando Mandragora;7.0;M;it Serie A
Romain Del Castillo;FW;23.0;1242;2;0.14;5;0.36;0.51;13.8;46.0;3.33;32.0;5.0;6.0;0.43;6.0;0.0;379.0;78.6;5931.0;1576.0;26;0.0;40.0;9;1.96;0.04;19;8.0;16.0;23.3;21;1.95;42.0;37.0;5.0;Forward;Romain Del Castillo;5.0;M;fr Ligue 1
Romain Hamouma;FW;32.0;865;6;0.62;1;0.1;0.73;9.6;35.0;3.64;20.0;3.0;9.0;0.94;3.0;1.0;183.0;67.3;3165.0;885.0;29;0.0;27.0;12;2.18;0.29;14;3.0;10.0;27.5;14;1.29;40.0;12.0;0.0;Forward;Romain Hamouma;1.0;M;fr Ligue 1
Romain Perraud;DF;21.0;1670;0;0.0;1;0.05;0.05;18.6;29.0;1.56;25.0;1.0;3.0;0.16;3.0;0.0;895.0;78.8;14916.0;5680.0;48;0.0;30.4;4;1.08;0.0;19;14.0;42.0;32.1;20;1.15;20.0;14.0;3.0;Defender;Romain Perraud;2.0;M;fr Ligue 1
Romain Philippoteaux;FW;31.0;1994;5;0.23;2;0.09;0.32;22.2;53.0;2.39;34.0;5.0;3.0;0.14;1.0;0.0;446.0;71.2;7093.0;2555.0;37;1.0;20.0;12;1.4;0.16;12;7.0;28.0;24.7;27;1.0;43.0;28.0;5.0;Forward;Romain Philippoteaux;2.0;M;fr Ligue 1
Romain Salin;GK;35.0;360;0;0.0;0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.0;73.8;3247.0;2099.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;4;1.8;0.0;0.0;0.0;Goalkeeper;Romain Salin;300.0;K;fr Ligue 1
Romain Saïss;DF;29.0;2705;2;0.07;1;0.03;0.1;30.1;25.0;0.83;19.0;1.0;2.0;0.07;0.0;0.0;1252.0;81.3;28003.0;10404.0;7;0.0;64.3;8;0.77;0.09;30;23.0;58.0;33.8;33;1.58;26.0;7.0;1.0;Defender;Romain Saïss;10.0;M;eng Premier League
Romain Thomas;DF;31.0;2340;1;0.04;2;0.08;0.12;26.0;9.0;0.35;9.0;0.0;2.0;0.08;2.0;0.0;992.0;87.3;24258.0;8665.0;1;0.0;59.2;2;0.31;0.13;23;8.0;53.0;39.6;27;1.44;18.0;3.0;0.0;Defender;Romain Thomas;3.0;M;fr Ligue 1
Roman Bürki;GK;28.0;2770;0;0.0;0;0.0;0.0;30.8;1.0;0.03;1.0;0.0;0.0;0.0;0.0;0.0;831.0;79.4;21508.0;11417.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;40.0;31;2.0;0.0;0.0;0.0;Goalkeeper;Roman Bürki;20.0;M;de Bundesliga
Ronald Araújo;DF;20.0;238;0;0.0;0;0.0;0.0;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;94.7;3840.0;793.0;0;0.0;62.5;0;0.38;0.0;2;3.0;9.0;30.8;6;3.0;1.0;1.0;0.0;Defender;Ronald Araújo;5.0;M;es La Liga
Ronaldo Vieira;MF;21.0;1819;0;0.0;1;0.05;0.05;20.2;45.0;2.23;36.0;2.0;2.0;0.1;2.0;0.0;784.0;83.2;16115.0;4347.0;14;0.0;39.8;6;1.48;0.0;30;10.0;29.0;23.5;27;0.89;18.0;15.0;1.0;Midfielder;Ronaldo Vieira;4.0;M;it Serie A
Ronaël Pierre-Gabriel;DF;21.0;574;0;0.0;1;0.16;0.16;6.4;11.0;1.72;8.0;0.0;1.0;0.16;1.0;0.0;197.0;70.6;3884.0;1886.0;7;0.0;55.6;0;0.31;0.0;8;5.0;9.0;28.4;8;0.5;3.0;10.0;0.0;Defender;Ronaël Pierre-Gabriel;2.0;M;de Bundesliga
Roque Mesa;MF;30.0;2012;1;0.04;3;0.13;0.18;22.4;54.0;2.42;37.0;3.0;7.0;0.31;6.0;0.0;724.0;80.0;12589.0;3599.0;33;0.0;16.2;9;1.16;0.04;29;12.0;32.0;28.0;29;1.0;24.0;32.0;0.0;Midfielder;Roque Mesa;9.0;M;es La Liga
Ross Barkley;MF;25.0;1103;1;0.08;4;0.33;0.41;12.3;47.0;3.83;31.0;6.0;5.0;0.41;4.0;0.0;540.0;87.7;10340.0;1952.0;9;0.0;40.0;12;3.26;0.03;11;4.0;11.0;28.6;21;2.05;42.0;33.0;1.0;Midfielder;Ross Barkley;40.0;M;eng Premier League
Ruben Aguilar;DF;26.0;1072;0;0.0;2;0.17;0.17;11.9;24.0;2.01;22.0;0.0;3.0;0.25;3.0;0.0;666.0;84.2;11011.0;4090.0;52;0.0;51.6;3;0.59;0.0;28;18.0;11.0;35.0;19;1.32;22.0;15.0;0.0;Defender;Ruben Aguilar;9.0;M;fr Ligue 1
Ruben Loftus-Cheek;MF;23.0;208;0;0.0;1;0.43;0.43;2.3;2.0;0.87;2.0;0.0;1.0;0.43;1.0;0.0;116.0;88.5;1837.0;338.0;1;0.0;20.0;0;1.73;0.0;0;0.0;3.0;47.6;7;2.14;12.0;2.0;0.0;Midfielder;Ruben Loftus-Cheek;30.0;M;eng Premier League
Ruben Vargas;FW;20.0;2530;6;0.21;1;0.04;0.25;28.1;61.0;2.17;36.0;8.0;5.0;0.18;3.0;0.0;420.0;63.9;6969.0;2386.0;28;1.0;28.2;26;2.13;0.1;24;14.0;38.0;24.4;33;1.0;96.0;58.0;7.0;Forward;Ruben Vargas;4.0;M;de Bundesliga
Rubén;GK;35.0;1583;0;0.0;0;0.0;0.0;17.6;2.0;0.11;0.0;0.0;0.0;0.0;0.0;0.0;269.0;51.2;11889.0;9004.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;100.0;19;1.26;0.0;2.0;0.0;Goalkeeper;Rubén;1.0;M;es La Liga
Rubén Alcaraz;MF;28.0;1927;2;0.09;2;0.09;0.19;21.4;44.0;2.06;24.0;5.0;4.0;0.19;4.0;0.0;831.0;78.5;19154.0;4979.0;12;0.0;50.0;8;1.54;0.06;36;23.0;57.0;29.3;27;1.15;15.0;21.0;1.0;Midfielder;Rubén Alcaraz;7.0;M;es La Liga
Rubén Blanco;GK;24.0;2960;0;0.0;0;0.0;0.0;32.9;1.0;0.03;1.0;0.0;0.0;0.0;0.0;0.0;615.0;62.1;21209.0;13854.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;50.0;33;0.97;0.0;0.0;0.0;Goalkeeper;Rubén Blanco;9.0;M;es La Liga
Rubén Duarte;DF;23.0;2663;0;0.0;1;0.03;0.03;29.6;37.0;1.25;24.0;0.0;6.0;0.2;2.0;0.0;933.0;71.2;17336.0;8840.0;44;1.0;54.2;8;0.68;0.0;38;30.0;62.0;29.9;31;1.13;33.0;4.0;0.0;Defender;Rubén Duarte;4.0;M;es La Liga
Rubén García;MF;26.0;2188;8;0.33;2;0.08;0.41;24.3;98.0;4.03;51.0;4.0;7.0;0.29;5.0;1.0;719.0;70.4;13702.0;4510.0;64;0.0;33.7;19;2.14;0.13;26;9.0;46.0;30.9;30;1.27;60.0;31.0;3.0;Midfielder;Rubén García;10.0;M;es La Liga
Rubén Peña;DF;28.0;1909;2;0.09;2;0.09;0.19;21.2;29.0;1.37;26.0;2.0;4.0;0.19;3.0;1.0;1027.0;78.2;19122.0;7450.0;61;0.0;50.0;3;0.28;0.33;32;19.0;51.0;27.8;26;1.62;23.0;22.0;1.0;Defender;Rubén Peña;9.0;M;es La Liga
Rubén Rochina;MF;28.0;1875;5;0.24;3;0.14;0.38;20.8;59.0;2.83;42.0;2.0;7.0;0.34;5.0;0.0;700.0;72.4;14542.0;4760.0;36;1.0;48.7;14;2.83;0.08;25;19.0;27.0;26.6;28;1.29;26.0;42.0;1.0;Midfielder;Rubén Rochina;8.0;M;es La Liga
Rubén Sobrino;FW;27.0;170;1;0.53;0;0.0;0.53;1.9;6.0;3.18;4.0;1.0;0.0;0.0;0.0;0.0;39.0;76.5;650.0;197.0;2;0.0;30.0;3;2.65;0.2;4;1.0;3.0;23.3;13;1.62;12.0;4.0;0.0;Forward;Rubén Sobrino;5.0;M;es La Liga
Rui Patrício;GK;31.0;3420;0;0.0;0;0.0;0.0;38.0;4.0;0.11;4.0;0.0;0.0;0.0;0.0;0.0;550.0;63.8;22540.0;15394.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;0.0;38;1.55;0.0;0.0;0.0;Goalkeeper;Rui Patrício;30.0;M;eng Premier League
Rui Silva;GK;25.0;3150;0;0.0;0;0.0;0.0;35.0;6.0;0.17;4.0;0.0;1.0;0.03;0.0;0.0;716.0;56.0;29300.0;21313.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;33.3;35;1.51;1.0;1.0;0.0;Goalkeeper;Rui Silva;5.0;M;es La Liga
Rune Jarstein;GK;34.0;2547;0;0.0;0;0.0;0.0;28.3;7.0;0.25;3.0;0.0;0.0;0.0;0.0;0.0;658.0;65.3;24521.0;17225.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;29;1.31;1.0;1.0;0.0;Goalkeeper;Rune Jarstein;1.0;M;de Bundesliga
Ruslan Malinovskyi;MF;26.0;1535;8;0.47;3;0.18;0.64;17.1;115.0;6.74;68.0;18.0;9.0;0.53;7.0;0.0;779.0;79.6;15367.0;3870.0;33;3.0;35.1;27;4.57;0.1;15;8.0;16.0;28.5;34;2.09;47.0;60.0;0.0;Midfielder;Ruslan Malinovskyi;20.0;M;it Serie A
Ryad Boudebouz;MF;29.0;1597;1;0.06;4;0.23;0.28;17.7;66.0;3.72;40.0;3.0;5.0;0.28;3.0;0.0;696.0;72.2;13583.0;3226.0;44;0.0;22.7;5;1.35;0.0;17;8.0;17.0;28.3;24;1.0;22.0;32.0;3.0;Midfielder;Ryad Boudebouz;6.0;M;fr Ligue 1
Ryan Bertrand;DF;29.0;2742;1;0.03;1;0.03;0.07;30.5;62.0;2.04;45.0;0.0;1.0;0.03;0.0;0.0;1244.0;75.1;20910.0;8998.0;81;0.0;54.6;4;0.62;0.05;28;19.0;52.0;36.9;32;1.38;52.0;8.0;1.0;Defender;Ryan Bertrand;10.0;M;eng Premier League
Ryan Fraser;MF;25.0;2067;1;0.04;4;0.17;0.22;23.0;67.0;2.92;44.0;2.0;6.0;0.26;3.0;0.0;648.0;68.2;11075.0;4288.0;98;0.0;27.8;12;1.18;0.04;8;4.0;28.0;21.8;28;0.93;69.0;10.0;0.0;Midfielder;Ryan Fraser;30.0;M;eng Premier League
Ryan Fredericks;DF;26.0;2237;0;0.0;3;0.12;0.12;24.9;47.0;1.89;42.0;1.0;5.0;0.2;5.0;0.0;795.0;72.5;12820.0;5415.0;53;0.0;41.8;0;0.12;0.0;48;33.0;42.0;29.8;27;1.11;32.0;13.0;0.0;Defender;Ryan Fredericks;10.0;M;eng Premier League
Ryan Sessegnon;DF;19.0;342;0;0.0;0;0.0;0.0;3.8;4.0;1.05;4.0;0.0;1.0;0.26;1.0;0.0;145.0;74.4;2401.0;925.0;12;0.0;54.5;0;0.26;0.0;0;2.0;4.0;21.6;6;1.83;9.0;2.0;0.0;Defender;Ryan Sessegnon;20.0;M;eng Premier League
Rúben Neves;MF;22.0;3056;2;0.06;2;0.06;0.12;34.0;64.0;1.88;50.0;3.0;5.0;0.15;2.0;0.0;1587.0;80.4;38293.0;9139.0;16;0.0;47.2;10;1.83;0.03;42;32.0;70.0;24.7;38;1.55;4.0;25.0;0.0;Midfielder;Rúben Neves;40.0;M;eng Premier League
Rúben Vezo;DF;25.0;2610;0;0.0;0;0.0;0.0;29.0;18.0;0.62;14.0;0.0;4.0;0.14;3.0;0.0;954.0;82.0;22643.0;8071.0;3;1.0;70.7;2;0.38;0.0;26;17.0;51.0;33.0;29;1.28;17.0;4.0;1.0;Defender;Rúben Vezo;10.0;M;es La Liga
Rúnar Alex Rúnarsson;GK;24.0;901;0;0.0;0;0.0;0.0;10.0;3.0;0.3;1.0;0.0;0.0;0.0;0.0;0.0;237.0;72.5;7492.0;4994.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;11;0.64;0.0;1.0;0.0;Goalkeeper;Rúnar Alex Rúnarsson;10.0;M;fr Ligue 1
Sacha Boey;DF;18.0;172;0;0.0;0;0.0;0.0;1.9;3.0;1.57;2.0;0.0;1.0;0.52;0.0;0.0;65.0;80.2;1130.0;282.0;2;1.0;100.0;0;0.52;0.0;5;6.0;2.0;22.5;5;2.17;5.0;1.0;0.0;Defender;Sacha Boey;600.0;K;fr Ligue 1
Sada Thioub;MF;24.0;1508;1;0.06;2;0.12;0.18;16.8;56.0;3.34;42.0;6.0;4.0;0.24;4.0;0.0;555.0;79.7;8368.0;2606.0;41;0.0;25.8;5;0.84;0.07;15;5.0;20.0;24.2;23;1.3;64.0;61.0;2.0;Midfielder;Sada Thioub;4.0;M;fr Ligue 1
Sadio Mané;FW;27.0;2747;18;0.59;7;0.23;0.82;30.5;109.0;3.57;85.0;6.0;16.0;0.52;9.0;0.0;933.0;80.3;15604.0;3867.0;52;2.0;30.7;36;2.49;0.24;35;15.0;30.0;30.4;35;2.57;219.0;76.0;6.0;Forward;Sadio Mané;90.0;M;eng Premier League
Salif Sané;DF;28.0;1126;2;0.16;1;0.08;0.24;12.5;5.0;0.4;4.0;0.0;1.0;0.08;1.0;0.0;592.0;86.9;13160.0;3723.0;2;0.0;83.3;3;0.72;0.22;14;13.0;19.0;32.2;15;1.27;17.0;12.0;1.0;Defender;Salif Sané;10.0;M;de Bundesliga
Salvatore Sirigu;GK;32.0;3240;0;0.0;0;0.0;0.0;36.0;3.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;820.0;70.6;28431.0;18001.0;1;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;36;1.08;0.0;1.0;0.0;Goalkeeper;Salvatore Sirigu;9.0;M;it Serie A
Sami Khedira;MF;32.0;681;0;0.0;1;0.13;0.13;7.6;19.0;2.51;15.0;1.0;2.0;0.26;2.0;0.0;275.0;83.3;4351.0;932.0;11;0.0;50.0;3;1.59;0.0;13;3.0;20.0;33.6;12;2.67;22.0;2.0;0.0;Midfielder;Sami Khedira;5.0;M;it Serie A
Samir Ujkani;GK;31.0;90;0;0.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;84.6;1265.0;536.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;Goalkeeper;Samir Ujkani;200.0;K;it Serie A
