Name;Position;Age;Min;Goals;Goals.1;Asists;Asists.1;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;PlayerName;Value;Value2;Comp
Paolo Faragò;DF;26.0;1343;1;0.07;1;0.07;0.13;14.9;27.0;1.81;21.0;0.0;4.0;0.27;3.0;0.0;688.0;78.0;12830.0;4583.0;33;0.0;65.9;4;0.87;0.08;29;22.0;37.0;28.3;21;0.9;20.0;11.0;0.0;Defender;Paolo Faragò;4.0;M;it Serie A
Paolo Ghiglione;DF;22.0;1717;0;0.0;5;0.26;0.26;19.1;36.0;1.89;30.0;3.0;5.0;0.26;5.0;0.0;643.0;71.4;11937.0;5307.0;86;0.0;44.0;5;1.1;0.0;19;13.0;28.0;29.1;25;0.68;29.0;25.0;4.0;Defender;Paolo Ghiglione;3.0;M;it Serie A
Pape Cheikh Diop;MF;21.0;599;0;0.0;1;0.15;0.15;6.7;11.0;1.65;7.0;1.0;4.0;0.6;1.0;1.0;238.0;90.2;4097.0;948.0;1;0.0;27.3;0;0.3;0.0;6;3.0;3.0;26.6;16;0.88;7.0;6.0;0.0;Midfielder;Pape Cheikh Diop;6.0;M;es La Liga
Pascal Groß;FW;28.0;1796;2;0.1;4;0.2;0.3;20.0;95.0;4.76;51.0;4.0;9.0;0.45;3.0;0.0;762.0;74.1;14866.0;4613.0;65;0.0;31.3;9;1.45;0.07;21;8.0;27.0;26.1;29;1.07;54.0;10.0;1.0;Forward;Pascal Groß;20.0;M;eng Premier League
Patric;DF;26.0;1670;0;0.0;0;0.0;0.0;18.6;21.0;1.13;21.0;0.0;4.0;0.22;4.0;0.0;1082.0;89.2;24654.0;7366.0;6;0.0;36.8;0;0.32;0.0;17;16.0;34.0;29.9;21;2.0;3.0;6.0;0.0;Defender;Patric;9.0;M;it Serie A
Patrick Burner;DF;23.0;1434;1;0.06;1;0.06;0.13;15.9;19.0;1.19;16.0;1.0;2.0;0.13;2.0;0.0;931.0;85.5;16178.0;6375.0;23;0.0;36.4;1;0.44;0.14;23;11.0;26.0;26.2;20;1.25;10.0;20.0;0.0;Defender;Patrick Burner;2.0;M;fr Ligue 1
Patrick Cutrone;FW;21.0;1135;6;0.52;1;0.055;0.575;12.600000000000001;20.0;1.27;13.0;0.0;3.0;0.16;2.0;0.0;158.0;69.45;2182.0;357.0;14;1.0;20.45;15;2.8449999999999998;0.18;10;1.0;10.0;24.65;31;1.5699999999999998;63.0;12.0;0.0;Forward;Patrick Cutrone;20.0;M;it Serie A
Patrick Herrmann;FW;28.0;1453;6;0.37;6;0.37;0.74;16.1;46.0;2.85;32.0;1.0;10.0;0.62;8.0;0.0;375.0;70.9;6177.0;1811.0;48;1.0;38.9;15;2.48;0.15;20;4.0;20.0;29.0;27;2.11;82.0;16.0;0.0;Forward;Patrick Herrmann;7.0;M;de Bundesliga
Patrick van Aanholt;DF;28.0;2507;3;0.11;2;0.07;0.18;27.9;62.0;2.23;32.0;3.0;5.0;0.18;3.0;1.0;1227.0;78.8;21251.0;9280.0;44;0.0;41.4;5;0.93;0.08;32;22.0;57.0;27.7;29;1.24;50.0;18.0;2.0;Defender;Patrick van Aanholt;10.0;M;eng Premier League
Pau López;GK;24.0;2880;0;0.0;0;0.0;0.0;32.0;2.0;0.06;2.0;0.0;0.0;0.0;0.0;0.0;831.0;78.7;23299.0;13712.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;23.1;32;1.88;0.0;0.0;0.0;Goalkeeper;Pau López;7.0;M;it Serie A
Pau Torres;DF;22.0;2971;2;0.06;1;0.03;0.09;33.0;17.0;0.51;16.0;0.0;2.0;0.06;2.0;0.0;1724.0;86.3;41893.0;13173.0;2;0.0;47.4;2;0.27;0.22;23;21.0;63.0;31.3;34;1.47;17.0;10.0;1.0;Defender;Pau Torres;20.0;M;es La Liga
Paul Bernardoni;GK;22.0;2203;0;0.0;0;0.0;0.0;24.5;4.0;0.16;2.0;0.0;1.0;0.04;0.0;0.0;426.0;60.4;14577.0;9630.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;25;1.0;1.0;0.0;0.0;Goalkeeper;Paul Bernardoni;8.0;M;fr Ligue 1
Paul Delecroix;GK;30.0;136;0;0.0;0;0.0;0.0;1.5;1.0;0.66;1.0;0.0;0.0;0.0;0.0;0.0;27.0;61.4;1136.0;894.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;Goalkeeper;Paul Delecroix;500.0;K;fr Ligue 1
Paul Dummett;DF;27.0;1228;0;0.0;0;0.0;0.0;13.6;6.0;0.44;5.0;0.0;1.0;0.07;1.0;0.0;358.0;71.3;6797.0;3378.0;14;0.0;60.3;1;0.07;0.0;6;12.0;42.0;24.5;16;1.38;6.0;1.0;0.0;Defender;Paul Dummett;9.0;M;eng Premier League
Paul Lasne;MF;30.0;1224;2;0.15;1;0.07;0.22;13.6;32.0;2.35;26.0;1.0;2.0;0.15;2.0;0.0;540.0;82.4;8994.0;2286.0;11;0.0;48.4;5;1.1;0.13;17;8.0;12.0;25.6;19;1.26;34.0;7.0;0.0;Midfielder;Paul Lasne;2.0;M;fr Ligue 1
Paul Pogba;MF;26.0;1204;1;0.07;3;0.22;0.3;13.4;58.0;4.34;49.0;4.0;7.0;0.52;5.0;1.0;880.0;85.8;17758.0;4790.0;7;2.0;73.0;7;1.57;0.05;16;8.0;20.0;35.2;16;1.88;29.0;22.0;1.0;Midfielder;Paul Pogba;70.0;M;eng Premier League
Paulo Gazzaniga;GK;27.0;1613;0;0.0;0;0.0;0.0;17.9;4.0;0.22;3.0;0.0;0.0;0.0;0.0;0.0;319.0;61.8;9681.0;6260.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;18;1.11;0.0;0.0;0.0;Goalkeeper;Paulo Gazzaniga;7.0;M;eng Premier League
Paulo Oliveira;DF;27.0;2090;1;0.04;0;0.0;0.04;23.2;6.0;0.26;4.0;0.0;0.0;0.0;0.0;0.0;545.0;69.2;14767.0;5025.0;1;0.0;63.5;4;0.52;0.08;15;13.0;38.0;31.7;26;1.23;15.0;3.0;0.0;Defender;Paulo Oliveira;7.0;M;es La Liga
Paulo Otávio;DF;24.0;380;0;0.0;1;0.24;0.24;4.2;15.0;3.55;11.0;1.0;1.0;0.24;1.0;0.0;131.0;72.8;2245.0;1107.0;11;0.0;60.0;1;0.71;0.0;16;8.0;14.0;32.6;5;1.6;11.0;8.0;0.0;Defender;Paulo Otávio;2.0;M;de Bundesliga
Pavao Pervan;GK;31.0;720;0;0.0;0;0.0;0.0;8.0;2.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0;180.0;67.4;5902.0;3723.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;8;1.25;0.0;0.0;0.0;Goalkeeper;Pavao Pervan;1.0;M;de Bundesliga
Pedro;FW;32.0;724;1;0.07;1;0.07;0.135;8.0;35.0;3.03;24.0;4.0;4.0;0.27;2.0;1.0;273.0;75.95;4458.0;981.0;10;0.0;26.8;10;5.135;0.02;11;3.0;8.0;32.75;15;0.805;48.0;16.0;1.0;Forward;Pedro;10.0;M;it Serie A
Pedro Bigas;DF;28.0;1777;3;0.15;0;0.0;0.15;19.7;9.0;0.46;8.0;0.0;0.0;0.0;0.0;0.0;480.0;68.7;11846.0;4452.0;12;0.0;63.1;5;0.41;0.38;14;8.0;28.0;33.6;23;1.17;11.0;0.0;0.0;Defender;Pedro Bigas;7.0;M;es La Liga
Pedro León;MF;32.0;1896;1;0.05;2;0.09;0.14;21.1;67.0;3.18;31.0;4.0;5.0;0.24;3.0;0.0;416.0;58.0;7518.0;2784.0;90;0.0;45.2;14;1.8;0.03;15;7.0;30.0;26.7;31;1.1;64.0;20.0;2.0;Midfielder;Pedro León;2.0;M;es La Liga
Pedro Mendes;DF;28.0;1376;1;0.07;0;0.0;0.07;15.3;5.0;0.33;4.0;0.0;0.0;0.0;0.0;0.0;587.0;82.3;13608.0;5288.0;8;0.0;45.0;3;0.59;0.11;29;11.0;24.0;34.5;16;1.25;11.0;6.0;0.0;Defender;Pedro Mendes;6.0;M;fr Ligue 1
Pedro Neto;FW;19.0;939;3;0.29;3;0.29;0.58;10.4;35.0;3.35;20.0;6.0;8.0;0.77;4.0;1.0;303.0;76.3;4927.0;976.0;35;0.0;20.5;6;1.63;0.18;5;2.0;5.0;27.6;29;1.69;44.0;32.0;2.0;Forward;Pedro Neto;10.0;M;eng Premier League
Pedro Obiang;MF;27.0;1674;1;0.05;1;0.05;0.11;18.6;32.0;1.72;25.0;1.0;2.0;0.11;1.0;0.0;981.0;88.9;16486.0;4065.0;4;0.0;43.5;7;1.18;0.05;31;20.0;36.0;33.3;25;1.2;24.0;19.0;0.0;Midfielder;Pedro Obiang;4.0;M;it Serie A
Pepe Reina;GK;36.0;1170;0;0.0;0;0.0;0.0;13.0;2.0;0.085;2.0;0.0;1.0;0.04;1.0;0.0;299.0;70.95;11066.0;7544.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;12.5;13;1.25;0.0;0.0;0.0;Goalkeeper;Pepe Reina;700.0;K;it Serie A
Pere Pons;MF;26.0;1088;1;0.08;1;0.08;0.17;12.1;10.0;0.83;9.0;0.0;2.0;0.17;1.0;0.0;280.0;74.1;4900.0;1105.0;8;1.0;54.5;1;0.33;0.25;20;8.0;18.0;26.2;30;1.13;15.0;4.0;0.0;Midfielder;Pere Pons;5.0;M;es La Liga
Pervis Estupiñán;DF;21.0;2979;1;0.03;5;0.15;0.18;33.1;76.0;2.3;64.0;3.0;10.0;0.3;7.0;0.0;1322.0;72.5;23432.0;10524.0;140;0.0;52.3;3;0.54;0.06;57;37.0;58.0;33.6;36;1.33;46.0;63.0;3.0;Defender;Pervis Estupiñán;8.0;M;es La Liga
Phil Bardsley;DF;34.0;1890;0;0.0;1;0.05;0.05;21.0;20.0;0.95;11.0;0.0;1.0;0.05;0.0;0.0;599.0;66.8;11391.0;5401.0;20;0.0;55.9;5;0.57;0.0;33;18.0;43.0;27.8;21;1.67;11.0;5.0;0.0;Defender;Phil Bardsley;500.0;K;eng Premier League
Phil Foden;FW;19.0;901;5;0.5;2;0.2;0.7;10.0;45.0;4.5;35.0;3.0;8.0;0.8;8.0;0.0;431.0;84.8;6922.0;1357.0;22;0.0;32.0;14;3.4;0.15;9;7.0;9.0;29.2;23;2.65;72.0;24.0;0.0;Forward;Phil Foden;40.0;M;eng Premier League
Phil Jagielka;DF;36.0;244;0;0.0;0;0.0;0.0;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;80.8;1223.0;349.0;1;0.0;73.3;0;0.0;0.0;4;1.0;9.0;34.6;6;2.17;1.0;0.0;0.0;Defender;Phil Jagielka;800.0;K;eng Premier League
Phil Jones;DF;27.0;135;0;0.0;0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;88.8;1388.0;398.0;1;0.0;70.6;1;1.33;0.0;2;2.0;1.0;50.0;2;0.5;2.0;0.0;0.0;Defender;Phil Jones;10.0;M;eng Premier League
Philipp Lienhart;DF;23.0;1817;0;0.0;1;0.05;0.05;20.2;8.0;0.4;6.0;0.0;2.0;0.1;2.0;0.0;891.0;87.0;20844.0;5645.0;3;0.0;61.4;2;0.35;0.0;8;6.0;29.0;31.1;22;1.77;5.0;3.0;0.0;Defender;Philipp Lienhart;3.0;M;de Bundesliga
Philipp Pentke;GK;34.0;360;0;0.0;0;0.0;0.0;4.0;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0;125.0;77.2;3335.0;1951.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;4;1.5;0.0;0.0;0.0;Goalkeeper;Philipp Pentke;200.0;K;de Bundesliga
Pierluigi Gollini;GK;24.0;2884;0;0.0;0;0.0;0.0;32.0;3.0;0.09;3.0;0.0;0.0;0.0;0.0;0.0;725.0;74.9;23656.0;13941.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;37.5;33;2.0;0.0;0.0;0.0;Goalkeeper;Pierluigi Gollini;10.0;M;it Serie A
Pierre Kunde;MF;24.0;1866;4;0.19;0;0.0;0.19;20.7;31.0;1.5;24.0;5.0;4.0;0.19;2.0;2.0;795.0;77.8;16350.0;4427.0;16;0.0;37.8;10;1.83;0.11;28;8.0;31.0;26.3;28;1.29;18.0;42.0;1.0;Midfielder;Pierre Kunde;3.0;M;de Bundesliga
Pierre Lees-Melou;MF;26.0;2252;5;0.2;6;0.24;0.44;25.0;61.0;2.44;47.0;6.0;8.0;0.32;7.0;0.0;1025.0;83.7;19333.0;5101.0;32;0.0;51.9;21;2.12;0.09;43;28.0;52.0;25.6;26;1.46;55.0;30.0;3.0;Midfielder;Pierre Lees-Melou;6.0;M;fr Ligue 1
Pierre-Emerick Aubameyang;FW;30.0;3136;22;0.63;3;0.09;0.72;34.8;56.0;1.61;38.0;7.0;10.0;0.29;6.0;0.0;612.0;68.9;9377.0;2584.0;84;0.0;38.5;40;2.58;0.22;24;12.0;59.0;22.7;36;1.5;168.0;25.0;0.0;Forward;Pierre-Emerick Aubameyang;50.0;M;eng Premier League
Pierrick Capelle;MF;32.0;1747;1;0.05;2;0.1;0.15;19.4;40.0;2.06;32.0;2.0;4.0;0.21;4.0;0.0;646.0;81.8;10773.0;3076.0;25;0.0;55.1;11;1.8;0.03;35;17.0;26.0;23.5;24;1.33;52.0;26.0;1.0;Midfielder;Pierrick Capelle;1.0;M;fr Ligue 1
Pietro Terracciano;GK;29.0;624;0;0.0;0;0.0;0.0;6.9;1.0;0.14;1.0;0.0;0.0;0.0;0.0;0.0;145.0;69.0;3860.0;1762.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;7;2.29;0.0;0.0;0.0;Goalkeeper;Pietro Terracciano;1.0;M;it Serie A
Pol Lirola;DF;21.0;2648;0;0.0;2;0.07;0.07;29.4;68.0;2.31;57.0;6.0;5.0;0.17;4.0;1.0;979.0;74.7;17355.0;6693.0;67;0.0;33.3;8;0.78;0.0;20;15.0;33.0;28.3;35;1.29;67.0;50.0;2.0;Defender;Pol Lirola;7.0;M;it Serie A
Portu;FW;27.0;2393;7;0.26;7;0.26;0.53;26.6;70.0;2.63;55.0;4.0;12.0;0.45;9.0;2.0;456.0;68.7;7044.0;2195.0;69;0.0;31.1;15;1.5;0.18;23;15.0;39.0;25.7;35;1.4;134.0;10.0;0.0;Forward;Portu;30.0;M;es La Liga
Péter Gulácsi;GK;29.0;2880;0;0.0;1;0.03;0.03;32.0;4.0;0.12;4.0;0.0;2.0;0.06;2.0;0.0;1015.0;80.0;27353.0;15246.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;100.0;32;1.88;0.0;1.0;0.0;Goalkeeper;Péter Gulácsi;10.0;M;de Bundesliga
Quentin Boisgard;MF;22.0;1146;1;0.08;1;0.08;0.16;12.7;38.0;2.98;17.0;6.0;3.0;0.24;1.0;0.0;401.0;79.1;5726.0;1759.0;14;0.0;41.9;2;1.41;0.06;23;11.0;15.0;31.0;20;0.4;23.0;42.0;0.0;Midfielder;Quentin Boisgard;4.0;M;fr Ligue 1
Quini;DF;29.0;718;0;0.0;0;0.0;0.0;8.0;12.0;1.5;10.0;0.0;0.0;0.0;0.0;0.0;230.0;77.2;3953.0;1331.0;11;0.0;57.1;0;1.25;0.0;12;10.0;12.0;33.0;10;1.1;5.0;6.0;0.0;Defender;Quini;1.0;M;es La Liga
Quique;FW;29.0;490;0;0.0;1;0.18;0.18;5.4;14.0;2.57;10.0;2.0;2.0;0.37;1.0;1.0;88.0;71.0;1345.0;275.0;3;0.0;36.2;1;1.65;0.0;2;0.0;7.0;41.7;15;0.87;13.0;3.0;0.0;Forward;Quique;3.0;M;es La Liga
Rabbi Matondo;FW;18.0;1162;2;0.15;0;0.0;0.15;12.9;31.0;2.4;17.0;6.0;0.0;0.0;0.0;0.0;163.0;68.2;2361.0;360.0;12;0.0;22.2;7;1.86;0.08;4;3.0;9.0;23.5;20;0.75;56.0;32.0;1.0;Forward;Rabbi Matondo;3.0;M;de Bundesliga
Rachid Alioui;FW;27.0;1563;6;0.35;1;0.06;0.4;17.4;39.0;2.25;30.0;4.0;2.0;0.12;2.0;0.0;342.0;73.2;5013.0;717.0;14;0.0;40.6;21;3.34;0.1;11;4.0;4.0;22.5;28;1.39;79.0;23.0;1.0;Forward;Rachid Alioui;5.0;M;fr Ligue 1
Racine Coly;DF;23.0;649;1;0.14;0;0.0;0.14;7.2;13.0;1.8;8.0;0.0;2.0;0.28;1.0;0.0;466.0;86.3;8055.0;2790.0;6;0.0;59.1;4;0.83;0.17;9;8.0;9.0;37.2;10;1.9;10.0;7.0;0.0;Defender;Racine Coly;2.0;M;fr Ligue 1
Rafa Soares;DF;24.0;435;0;0.0;0;0.0;0.0;4.8;8.0;1.66;5.0;0.0;0.0;0.0;0.0;0.0;154.0;70.3;2959.0;1489.0;11;0.0;50.0;0;0.0;0.0;2;1.0;7.0;29.1;6;1.5;1.0;1.0;0.0;Defender;Rafa Soares;2.0;M;es La Liga
Rafael;GK;37.0;1154;0;0.0;0;0.0;0.0;12.8;10.0;0.645;9.0;0.0;0.0;0.0;0.0;0.0;464.0;75.9;8748.0;4494.0;9;0.0;29.65;1;0.32;0.0;18;10.0;18.0;14.4;19;1.185;10.0;11.0;0.0;Goalkeeper;Rafael;100.0;K;it Serie A
Rafael Czichos;DF;29.0;2207;1;0.04;1;0.04;0.08;24.5;15.0;0.61;10.0;0.0;3.0;0.12;1.0;0.0;990.0;83.9;23215.0;8988.0;4;0.0;60.4;6;0.45;0.09;37;17.0;52.0;37.6;26;1.08;12.0;5.0;0.0;Defender;Rafael Czichos;3.0;M;de Bundesliga
Rafael Leão;FW;20.0;1404;6;0.38;1;0.06;0.45;15.6;59.0;3.78;42.0;13.0;7.0;0.45;3.0;2.0;362.0;76.1;5996.0;1227.0;37;1.0;47.6;15;2.88;0.13;4;2.0;11.0;23.4;31;1.52;101.0;41.0;3.0;Forward;Rafael Leão;20.0;M;it Serie A
Rafael Tolói;DF;28.0;2608;2;0.07;6;0.21;0.28;29.0;41.0;1.41;32.0;2.0;10.0;0.35;7.0;0.0;1363.0;82.4;27185.0;10122.0;10;1.0;65.9;11;0.93;0.07;51;39.0;50.0;35.6;33;1.97;38.0;16.0;2.0;Defender;Rafael Tolói;20.0;M;it Serie A
Ragnar Klavan;DF;33.0;2354;0;0.0;0;0.0;0.0;26.2;7.0;0.27;7.0;0.0;0.0;0.0;0.0;0.0;1072.0;90.6;23229.0;7342.0;0;0.0;47.2;1;0.15;0.0;26;21.0;43.0;37.3;31;1.16;7.0;5.0;0.0;Defender;Ragnar Klavan;400.0;K;it Serie A
Raheem Sterling;FW;24.0;2651;20;0.68;1;0.03;0.71;29.5;117.0;3.97;82.0;10.0;11.0;0.37;5.0;0.0;983.0;80.8;13850.0;2795.0;63;3.0;36.4;36;3.26;0.21;29;10.0;25.0;32.0;33;2.0;296.0;59.0;3.0;Forward;Raheem Sterling;80.0;M;eng Premier League
Ralf Fährmann;GK;30.0;21;0;0.0;0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;70.0;127.0;79.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;Goalkeeper;Ralf Fährmann;3.0;M;eng Premier League
Ramiro Funes Mori;DF;28.0;453;0;0.0;0;0.0;0.0;5.0;4.0;0.79;3.0;0.0;0.0;0.0;0.0;0.0;224.0;83.0;5213.0;1484.0;0;0.0;55.0;0;0.6;0.0;1;0.0;8.0;32.4;7;2.29;4.0;1.0;0.0;Defender;Ramiro Funes Mori;7.0;M;es La Liga
Ramon Azeez;MF;26.0;1361;2;0.13;0;0.0;0.13;15.1;17.0;1.12;11.0;0.0;1.0;0.07;1.0;0.0;316.0;80.2;5621.0;1240.0;3;0.0;40.4;3;1.26;0.11;14;4.0;17.0;24.8;25;1.64;21.0;3.0;0.0;Midfielder;Ramon Azeez;4.0;M;es La Liga
Rani Khedira;MF;25.0;2649;0;0.0;2;0.07;0.07;29.4;25.0;0.85;19.0;1.0;4.0;0.14;2.0;0.0;637.0;72.0;10968.0;3519.0;6;0.0;52.0;0;0.34;0.0;35;17.0;53.0;24.1;32;1.13;17.0;8.0;0.0;Midfielder;Rani Khedira;3.0;M;de Bundesliga
Raphael Framberger;DF;23.0;1175;0;0.0;2;0.15;0.15;13.1;11.0;0.84;9.0;1.0;2.0;0.15;2.0;0.0;336.0;66.3;6179.0;3697.0;15;0.0;54.8;0;0.08;0.0;24;21.0;35.0;29.7;18;1.28;5.0;6.0;0.0;Defender;Raphael Framberger;3.0;M;de Bundesliga
Rayan Cherki;MF;15.0;143;0;0.0;0;0.0;0.0;1.6;3.0;1.89;3.0;0.0;1.0;0.63;1.0;0.0;44.0;66.7;617.0;127.0;3;0.0;0.0;2;1.89;0.0;2;2.0;2.0;34.5;6;1.0;4.0;6.0;0.0;Midfielder;Rayan Cherki;700.0;K;fr Ligue 1
Raúl Albiol;DF;33.0;3237;1;0.03;0;0.0;0.03;36.0;16.0;0.44;16.0;0.0;1.0;0.03;1.0;0.0;1619.0;86.0;41783.0;12195.0;4;0.0;65.5;4;0.39;0.07;33;18.0;40.0;30.6;36;1.67;21.0;3.0;0.0;Defender;Raúl Albiol;2.0;M;es La Liga
Raúl García;MF;33.0;8248;30;0.15666666666666665;4;0.04;0.19666666666666666;91.6;134.0;1.59;94.0;2.0;14.0;0.13333333333333333;4.0;0.0;1912.0;64.06666666666666;33570.0;12782.0;196;4.0;69.23333333333333;60;1.02;0.03666666666666667;110;52.0;180.0;29.100000000000005;102;1.2366666666666666;228.0;30.0;4.0;Midfielder;Raúl García;8.0;M;es La Liga
Raúl Jiménez;FW;28.0;3236;17;0.47;6;0.17;0.64;36.0;87.0;2.42;57.0;13.0;12.0;0.33;7.0;2.0;732.0;72.5;11852.0;2723.0;30;2.0;39.8;39;3.17;0.11;23;2.0;32.0;24.0;38;1.55;197.0;75.0;4.0;Forward;Raúl Jiménez;40.0;M;eng Premier League
Raúl Navas;DF;31.0;711;0;0.0;0;0.0;0.0;7.9;3.0;0.38;3.0;0.0;0.0;0.0;0.0;0.0;218.0;80.4;5168.0;1903.0;0;0.0;56.5;0;0.0;0.0;11;3.0;19.0;43.3;9;1.33;2.0;5.0;0.0;Defender;Raúl Navas;6.0;M;es La Liga
Recio;MF;28.0;1570;0;0.0;0;0.0;0.0;17.4;27.0;1.55;20.0;2.0;0.0;0.0;0.0;0.0;744.0;86.5;12597.0;2897.0;15;0.0;45.8;7;1.32;0.0;23;14.0;21.0;23.2;25;0.92;15.0;14.0;0.0;Midfielder;Recio;4.0;M;es La Liga
Reece James;DF;19.0;1515;0;0.0;2;0.12;0.12;16.8;48.0;2.85;33.0;1.0;4.0;0.24;4.0;0.0;1055.0;83.2;19372.0;5746.0;68;0.0;45.5;3;1.07;0.0;23;14.0;46.0;26.9;24;1.88;23.0;28.0;0.0;Defender;Reece James;30.0;M;eng Premier League
Reece Oxford;MF;20.0;375;0;0.0;0;0.0;0.0;4.2;3.0;0.72;2.0;0.0;0.0;0.0;0.0;0.0;61.0;65.6;1428.0;392.0;0;0.0;75.0;0;0.48;0.0;7;4.0;6.0;28.3;12;1.0;3.0;0.0;0.0;Midfielder;Reece Oxford;2.0;M;de Bundesliga
Reiss Nelson;FW;19.0;631;1;0.14;0;0.0;0.14;7.0;21.0;3.0;12.0;2.0;1.0;0.14;0.0;0.0;186.0;79.5;2932.0;811.0;12;0.0;0.0;4;1.57;0.09;6;8.0;13.0;18.9;17;1.71;34.0;16.0;0.0;Forward;Reiss Nelson;20.0;M;eng Premier League
Remo Freuler;MF;27.0;2337;2;0.08;2;0.08;0.15;26.0;65.0;2.5;54.0;3.0;7.0;0.27;5.0;1.0;1465.0;87.9;24942.0;6336.0;25;0.0;37.8;7;0.73;0.11;48;21.0;60.0;32.7;31;2.13;47.0;21.0;2.0;Midfielder;Remo Freuler;20.0;M;it Serie A
Renan Lodi;DF;21.0;2396;1;0.04;2;0.08;0.11;26.6;31.0;1.16;28.0;0.0;2.0;0.08;2.0;0.0;926.0;74.3;15853.0;5561.0;80;0.0;46.6;3;0.6;0.06;46;37.0;63.0;27.8;32;1.69;38.0;14.0;1.0;Defender;Renan Lodi;20.0;M;es La Liga
Renato Steffen;MF;27.0;1585;6;0.34;3;0.17;0.51;17.6;47.0;2.67;37.0;3.0;8.0;0.45;6.0;2.0;550.0;75.7;10033.0;3187.0;32;0.0;38.5;10;1.65;0.21;17;8.0;32.0;30.5;27;1.37;50.0;34.0;1.0;Midfielder;Renato Steffen;4.0;M;de Bundesliga
Renaud Emond;FW;27.0;292;0;0.0;0;0.0;0.0;3.2;6.0;1.85;3.0;0.0;1.0;0.31;0.0;0.0;53.0;67.9;898.0;186.0;0;0.0;41.2;1;1.23;0.0;4;0.0;5.0;31.6;6;0.67;11.0;2.0;0.0;Forward;Renaud Emond;3.0;M;fr Ligue 1
Renaud Ripart;FW;26.0;2027;4;0.18;2;0.09;0.27;22.5;39.0;1.73;26.0;3.0;2.0;0.09;2.0;0.0;427.0;66.6;7012.0;2059.0;22;0.0;40.6;15;2.13;0.04;15;14.0;31.0;28.5;24;0.75;87.0;27.0;2.0;Forward;Renaud Ripart;5.0;M;fr Ligue 1
Ricardo Pereira;DF;25.0;2520;3;0.11;2;0.07;0.18;28.0;60.0;2.14;50.0;5.0;9.0;0.32;8.0;0.0;1513.0;80.7;25305.0;9748.0;41;0.0;48.1;5;0.61;0.18;68;56.0;59.0;31.3;28;1.79;62.0;59.0;1.0;Defender;Ricardo Pereira;40.0;M;eng Premier League
Ricardo Rodríguez;DF;26.0;386;0;0.0;0;0.0;0.0;4.3;5.0;1.17;5.0;0.0;0.0;0.0;0.0;0.0;242.0;84.9;5281.0;1478.0;8;0.0;75.0;0;0.23;0.0;4;2.0;10.0;29.4;5;1.2;0.0;0.0;0.0;Defender;Ricardo Rodríguez;7.0;M;it Serie A
Riccardo Gagliolo;DF;29.0;2604;3;0.1;2;0.07;0.17;28.9;47.0;1.62;37.0;0.0;7.0;0.24;4.0;0.0;1020.0;75.2;21739.0;9711.0;56;0.0;37.0;8;1.07;0.1;39;28.0;75.0;27.9;32;1.34;45.0;16.0;1.0;Defender;Riccardo Gagliolo;6.0;M;it Serie A
Riccardo Orsolini;FW;22.0;2681;8;0.27;6;0.2;0.47;29.8;111.0;3.73;59.0;17.0;12.0;0.4;4.0;2.0;687.0;62.0;12919.0;4456.0;100;3.0;44.4;25;3.02;0.09;23;15.0;40.0;27.6;37;1.24;146.0;72.0;4.0;Forward;Riccardo Orsolini;10.0;M;it Serie A
Riccardo Saponara;MF;27.0;1115;2;0.095;4;0.19;0.285;12.4;65.0;4.855;52.0;1.0;6.0;0.285;4.0;0.0;454.0;74.75;8124.0;2425.0;40;1.0;92.85;9;2.575;0.04;10;4.0;7.0;18.95;17;0.715;66.0;24.0;2.0;Midfielder;Riccardo Saponara;4.0;M;it Serie A
