;Player;Position;Comp;Age;Min;Goals;Goals;Asists;Asists;GoalAstPer90
1281;Timm Klose;DF;eng Premier League;31;585;0;0.00;0;0.00;0.00
1282;Lukas Klostermann;DF;de Bundesliga;23;2,643;3;0.10;1;0.03;0.14
1283;Justin Kluivert;FW;it Serie A;20;1,514;4;0.24;1;0.06;0.30
1284;Lukas Klünter;DF;de Bundesliga;23;1,878;0;0.00;2;0.10;0.10
1285;Robin Knoche;DF;de Bundesliga;27;1,594;1;0.06;0;0.00;0.06
1286;Robin Koch;DF,MF;de Bundesliga;23;2,705;1;0.03;0;0.00;0.03
1287;Giorgi Kochorashvili;MF;es La Liga;20;2;0;0.00;0;0.00;0.00
1288;Jonathan Kodjia;FW,MF;eng Premier League;29;117;0;0.00;0;0.00;0.00
1289;Kenan Kodro;FW,MF;es La Liga;25;364;1;0.25;0;0.00;0.25
1290;Dominik Kohr;MF;de Bundesliga;25;1,445;0;0.00;3;0.19;0.19
1291;Koke;MF;es La Liga;27;2,698;4;0.13;5;0.17;0.30
1292;Aleksandar Kolarov;DF;it Serie A;33;2,732;7;0.23;3;0.10;0.33
1293;Sead Kolašinac;DF;eng Premier League;26;1,701;0;0.00;2;0.11;0.11
1294;Timothée Kolodziejczak;DF;fr Ligue 1;27;1,305;0;0.00;0;0.00;0.00
1295;Ghislain Konan;DF;fr Ligue 1;23;1,333;0;0.00;1;0.07;0.07
1296;Ibrahima Konaté;DF;de Bundesliga;20;569;0;0.00;0;0.00;0.00
1297;Moussa Konaté;FW;fr Ligue 1;26;614;2;0.29;0;0.00;0.29
1298;Geoffrey Kondogbia;MF;es La Liga;26;1,807;1;0.05;1;0.05;0.10
1299;Kouadio Koné;MF;fr Ligue 1;18;875;0;0.00;0;0.00;0.00
1300;Lamine Koné;DF;fr Ligue 1;30;1,473;1;0.06;0;0.00;0.06
1301;Moussa Koné;FW;fr Ligue 1;22;140;2;1.29;0;0.00;1.29
1302;Youssouf Koné;DF;fr Ligue 1;24;818;0;0.00;0;0.00;0.00
1303;Ezri Konsa;DF;eng Premier League;21;2,039;1;0.04;2;0.09;0.13
1304;Pascal Köpke;FW;de Bundesliga;23;121;0;0.00;0;0.00;0.00
1305;Laurent Koscielny;DF;fr Ligue 1;33;2,183;0;0.00;0;0.00;0.00
1306;Filip Kostić;DF,MF;de Bundesliga;26;2,958;4;0.12;11;0.33;0.46
1307;Christian Kouamé;FW;it Serie A;21;301;1;0.30;1;0.30;0.60
1308;Christian Kouamé;FW;it Serie A;21;915;5;0.49;2;0.20;0.69
1309;Nianzou Kouassi;DF,MF;fr Ligue 1;17;452;2;0.40;0;0.00;0.40
1310;Tomáš Koubek;GK;de Bundesliga;26;2,160;0;0.00;0;0.00;0.00
1311;Kalidou Koulibaly;DF;it Serie A;28;2,105;0;0.00;0;0.00;0.00
1312;Efthimis Koulouris;FW;fr Ligue 1;23;1,541;4;0.23;2;0.12;0.35
1313;Jules Koundé;DF;es La Liga;20;2,309;1;0.04;1;0.04;0.08
1314;Leonardo Koutris;DF;es La Liga;24;93;0;0.00;0;0.00;0.00
1315;Cheikhou Kouyaté;MF,DF;eng Premier League;29;2,528;1;0.04;1;0.04;0.07
1316;Mateo Kovačić;MF;eng Premier League;25;2,073;1;0.04;3;0.13;0.17
1317;Dawid Kownacki;FW,MF;de Bundesliga;22;1,093;0;0.00;0;0.00;0.00
1318;İsmail Köybaşı;DF,FW;es La Liga;30;231;0;0.00;0;0.00;0.00
1319;Thomas Kraft;GK;de Bundesliga;31;360;0;0.00;0;0.00;0.00
1320;Emil Krafth;DF;eng Premier League;24;1,020;0;0.00;1;0.09;0.09
1321;Andrej Kramarić;FW,MF;de Bundesliga;28;1,422;12;0.76;2;0.13;0.89
1322;Christoph Kramer;MF;de Bundesliga;28;1,464;0;0.00;0;0.00;0.00
1323;Tom Krauß;MF;de Bundesliga;18;4;0;0.00;0;0.00;0.00
1324;Ladislav Krejčí;DF;it Serie A;27;1,051;1;0.09;0;0.00;0.09
1325;Rene Krhin;DF,MF;fr Ligue 1;29;327;0;0.00;0;0.00;0.00
1326;Felix Kroos;MF;de Bundesliga;28;378;0;0.00;0;0.00;0.00
1327;Toni Kroos;MF;es La Liga;29;2,652;4;0.14;5;0.17;0.31
1328;Tim Krul;GK;eng Premier League;31;3,240;0;0.00;0;0.00;0.00
1329;Rade Krunić;MF;it Serie A;25;537;0;0.00;1;0.17;0.17
1330;Lukas Kübler;DF;de Bundesliga;26;209;0;0.00;0;0.00;0.00
1331;Takefusa Kubo;MF,FW;es La Liga;18;2,312;4;0.16;4;0.16;0.31
1332;Juraj Kucka;MF,FW;it Serie A;32;1,932;6;0.28;3;0.14;0.42
1333;Dejan Kulusevski;FW,MF;it Serie A;19;2,930;10;0.31;8;0.25;0.55
1334;Marash Kumbulla;DF;it Serie A;19;1,950;1;0.05;0;0.00;0.05
1335;Pierre Kunde;MF;de Bundesliga;24;1,866;4;0.19;0;0.00;0.19
1336;Jasmin Kurtić;MF;it Serie A;30;1,409;2;0.13;0;0.00;0.13
1337;Jasmin Kurtić;MF,FW;it Serie A;30;1,664;2;0.11;1;0.05;0.16
1338;Layvin Kurzawa;DF;fr Ligue 1;26;858;1;0.10;0;0.00;0.10
1339;Dereck Kutesa;FW,MF;fr Ligue 1;21;528;1;0.17;0;0.00;0.17
1340;Ahmed Kutucu;FW,MF;de Bundesliga;19;679;3;0.40;2;0.27;0.66
1341;Enock Kwateng;DF;fr Ligue 1;22;983;0;0.00;1;0.09;0.09
1342;Antonino La Gumina;FW;it Serie A;23;186;0;0.00;0;0.00;0.00
1343;Andrea La Mantia;FW;it Serie A;28;553;2;0.33;0;0.00;0.33
1344;Gaëtan Laborde;FW;fr Ligue 1;25;2,237;6;0.24;5;0.20;0.44
1345;Alexandre Lacazette;FW;eng Premier League;28;1,874;10;0.48;4;0.19;0.67
1346;Riccardo Ladinetti;MF;it Serie A;18;127;0;0.00;0;0.00;0.00
1347;Alban Lafont;GK;fr Ligue 1;20;2,430;0;0.00;0;0.00;0.00
1348;Víctor Laguardia;DF;es La Liga;29;2,654;1;0.03;2;0.07;0.10
1349;Jack Lahne;FW;fr Ligue 1;17;9;1;10.00;0;0.00;10.00
1350;Konrad Laimer;MF;de Bundesliga;22;2,115;2;0.09;6;0.26;0.34
1351;Stefan Lainer;DF;de Bundesliga;26;2,710;1;0.03;3;0.10;0.13
1352;Diego Lainez;MF,FW;es La Liga;19;348;0;0.00;0;0.00;0.00
1353;Kenny Lala;DF;fr Ligue 1;27;2,043;2;0.09;1;0.04;0.13
1354;Adam Lallana;MF,FW;eng Premier League;31;382;1;0.24;1;0.24;0.47
1355;Érik Lamela;MF,FW;eng Premier League;27;1,215;2;0.15;1;0.07;0.22
1356;Tariq Lamptey;DF;eng Premier League;18;32;0;0.00;0;0.00;0.00
1357;Tariq Lamptey;DF;eng Premier League;18;588;0;0.00;1;0.15;0.15
1358;Loïck Landre;DF;fr Ligue 1;27;929;1;0.10;0;0.00;0.10
1359;Michael Lang;DF;de Bundesliga;28;544;0;0.00;0;0.00;0.00
1360;Sebastian Langkamp;DF;de Bundesliga;31;314;0;0.00;0;0.00;0.00
1361;Henri Lansbury;MF;eng Premier League;28;195;0;0.00;0;0.00;0.00
1362;Manuel Lanzini;MF,FW;eng Premier League;26;1,379;0;0.00;2;0.13;0.13
1363;Gianluca Lapadula;FW;it Serie A;29;1,784;11;0.55;0;0.00;0.55
1364;Aymeric Laporte;DF;eng Premier League;25;1,097;1;0.08;0;0.00;0.08
1365;Danilo Larangeira;DF;it Serie A;35;2,638;2;0.07;0;0.00;0.07
1366;Larra;FW,MF;es La Liga;21;250;0;0.00;0;0.00;0.00
1367;Gautier Larsonneur;GK;fr Ligue 1;22;2,397;0;0.00;0;0.00;0.00
1368;Kevin Lasagna;FW;it Serie A;26;2,569;10;0.35;1;0.04;0.39
1369;Jamaal Lascelles;DF;eng Premier League;25;2,076;1;0.04;0;0.00;0.04
1370;Paul Lasne;MF,FW;fr Ligue 1;30;1,224;2;0.15;1;0.07;0.22
1371;Toni Lato;DF,MF;es La Liga;21;470;1;0.19;0;0.00;0.19
1372;Danny Latza;MF;de Bundesliga;29;1,373;0;0.00;2;0.13;0.13
1373;Vincent Laurini;DF;it Serie A;30;884;0;0.00;2;0.20;0.20
1374;Wesley Lautoa;MF,DF;fr Ligue 1;31;1,869;0;0.00;1;0.05;0.05
1375;Diego Laxalt;DF,MF;it Serie A;26;596;0;0.00;1;0.15;0.15
1376;Diego Laxalt;DF;it Serie A;26;172;0;0.00;0;0.00;0.00
1377;Valentino Lazaro;DF,MF;eng Premier League;23;480;1;0.19;0;0.00;0.19
1378;Valentino Lazaro;DF,MF;it Serie A;23;323;0;0.00;1;0.28;0.28
1379;Darko Lazović;DF;it Serie A;28;3,239;3;0.08;7;0.19;0.28
1380;Manuel Lazzari;DF;it Serie A;25;2,548;0;0.00;3;0.11;0.11
1381;Mickaël Le Bihan;FW;fr Ligue 1;29;100;0;0.00;1;0.90;0.90
1382;Robin Le Normand;DF;es La Liga;22;2,394;1;0.04;0;0.00;0.04
1383;Damien Le Tallec;MF,DF;fr Ligue 1;29;2,458;2;0.07;0;0.00;0.07
1384;James Lea Siliki;MF;fr Ligue 1;23;1,079;0;0.00;0;0.00;0.00
1385;Rafael Leão;FW;it Serie A;20;1,404;6;0.38;1;0.06;0.45
1386;Adrien Lebeau;MF;fr Ligue 1;20;13;0;0.00;0;0.00;0.00
1387;Mathew Leckie;DF,FW;de Bundesliga;28;195;0;0.00;0;0.00;0.00
1388;Benjamin Lecomte;GK;fr Ligue 1;28;2,520;0;0.00;0;0.00;0.00
1389;Pierre Lees-Melou;MF;fr Ligue 1;26;2,252;5;0.20;6;0.24;0.44
1390;Jordan Lefort;DF;fr Ligue 1;25;842;0;0.00;1;0.11;0.11
1391;Wu Lei;FW,MF;es La Liga;27;1,719;4;0.21;0;0.00;0.21
1392;Toni Leistner;DF;de Bundesliga;28;1,012;0;0.00;0;0.00;0.00
1393;Moritz Leitner;MF;eng Premier League;26;685;0;0.00;0;0.00;0.00
1394;Lucas Leiva;MF;it Serie A;32;1,808;0;0.00;1;0.05;0.05
1395;Florian Lejeune;DF;eng Premier League;28;442;2;0.41;0;0.00;0.41
1396;Iñigo Lekue;FW,DF;es La Liga;26;623;0;0.00;1;0.14;0.14
1397;Nicolas Lemaître;GK;fr Ligue 1;22;90;0;0.00;0;0.00;0.00
1398;Thomas Lemar;MF;es La Liga;23;925;0;0.00;0;0.00;0.00
1399;Tim Lemperle;FW,MF;de Bundesliga;17;16;0;0.00;0;0.00;0.00
1400;Clément Lenglet;DF;es La Liga;24;2,424;2;0.07;1;0.04;0.11
1401;Aaron Lennon;MF;eng Premier League;32;496;0;0.00;0;0.00;0.00
1402;Bernd Leno;GK;eng Premier League;27;2,649;0;0.00;0;0.00;0.00
1403;Christopher Lenz;DF;de Bundesliga;24;2,267;0;0.00;3;0.12;0.12
1404;Donovan Léon;GK;fr Ligue 1;26;123;0;0.00;0;0.00;0.00
1405;Pedro León;MF,FW;es La Liga;32;1,896;1;0.05;2;0.09;0.14
1406;Sergio León;FW;es La Liga;30;672;1;0.13;0;0.00;0.13
1407;Lukas Lerager;MF;it Serie A;26;1,387;1;0.06;1;0.06;0.13
1408;Mehdi Léris;MF,FW;it Serie A;21;509;1;0.18;1;0.18;0.35
1409;Jefferson Lerma;MF;eng Premier League;24;2,703;1;0.03;2;0.07;0.10
1410;Karlo Letica;GK;it Serie A;22;900;0;0.00;0;0.00;0.00
1411;Robert Lewandowski;FW;de Bundesliga;30;2,759;34;1.11;4;0.13;1.24
1412;Jamal Lewis;DF;eng Premier League;21;2,304;1;0.04;0;0.00;0.04
1413;Aaron Leya Iseka;FW;fr Ligue 1;21;777;2;0.23;0;0.00;0.23
1414;Stephan Lichtsteiner;DF;de Bundesliga;35;1,343;0;0.00;1;0.07;0.07
1415;Dimitri Liénard;MF;fr Ligue 1;31;1,489;2;0.12;3;0.18;0.30
1416;Philipp Lienhart;DF;de Bundesliga;23;1,817;0;0.00;1;0.05;0.05
1417;Matthijs de Ligt;DF;it Serie A;19;2,450;4;0.15;0;0.00;0.15
1418;Isaac Lihadji;DF,MF;fr Ligue 1;17;25;0;0.00;0;0.00;0.00
1419;Lillo;DF;es La Liga;30;195;0;0.00;0;0.00;0.00
1420;Anderson Lima;MF;it Serie A;19;62;0;0.00;0;0.00;0.00
1421;Lucas Lima;FW,DF;fr Ligue 1;27;270;0;0.00;0;0.00;0.00
1422;Anthony Limbombe;FW,MF;fr Ligue 1;25;151;1;0.60;0;0.00;0.60
1423;Victor Lindelöf;DF;eng Premier League;25;3,092;1;0.03;0;0.00;0.03
1424;Karol Linetty;MF;it Serie A;24;2,019;4;0.18;3;0.13;0.31
1425;Jesse Lingard;MF,FW;eng Premier League;26;935;1;0.10;0;0.00;0.10
1426;Pol Lirola;DF;it Serie A;21;2,648;0;0.00;2;0.07;0.07
1427;Diego Llorente;DF;es La Liga;25;2,327;1;0.04;1;0.04;0.08
1428;Fernando Llorente;FW;it Serie A;34;501;3;0.54;1;0.18;0.72
1429;Marcos Llorente;MF,FW;es La Liga;24;1,368;3;0.20;3;0.20;0.39
1430;Gautier Lloris;DF;fr Ligue 1;24;270;0;0.00;0;0.00;0.00
1431;Hugo Lloris;GK;eng Premier League;32;1,807;0;0.00;0;0.00;0.00
1432;Giovani Lo Celso;MF,FW;eng Premier League;23;1,492;0;0.00;2;0.12;0.12
1433;Stanislav Lobotka;MF;it Serie A;24;752;0;0.00;0;0.00;0.00
1434;Stanislav Lobotka;MF;es La Liga;24;1,383;0;0.00;0;0.00;0.00
1435;Jürgen Locadia;FW;de Bundesliga;25;530;4;0.68;0;0.00;0.68
1436;Jürgen Locadia;MF,FW;eng Premier League;25;86;0;0.00;0;0.00;0.00
1437;Manuel Locatelli;MF;it Serie A;21;2,586;0;0.00;5;0.17;0.17
1438;Renan Lodi;DF;es La Liga;21;2,396;1;0.04;2;0.08;0.11
1439;Ruben Loftus-Cheek;MF,FW;eng Premier League;23;208;0;0.00;1;0.43;0.43
1440;Enzo Loiodice;MF;fr Ligue 1;18;192;0;0.00;0;0.00;0.00
1441;Kevin Long;DF;eng Premier League;28;564;0;0.00;0;0.00;0.00
1442;Shane Long;FW;eng Premier League;32;1,395;2;0.13;2;0.13;0.26
1443;Matthew Longstaff;MF;eng Premier League;19;575;2;0.31;0;0.00;0.31
1444;Sean Longstaff;MF;eng Premier League;21;1,378;1;0.07;1;0.07;0.13
1445;Ademola Lookman;MF,FW;de Bundesliga;21;309;0;0.00;0;0.00;0.00
1446;Anthony Lopes;GK;fr Ligue 1;28;2,340;0;0.00;0;0.00;0.00
1447;Rony Lopes;FW;es La Liga;23;134;0;0.00;0;0.00;0.00
1448;Rony Lopes;FW;fr Ligue 1;23;80;0;0.00;0;0.00;0.00
1449;Adrián López;FW,MF;es La Liga;31;1,443;2;0.12;0;0.00;0.12
1450;David López;DF,MF;es La Liga;29;2,455;4;0.15;2;0.07;0.22
1451;Diego López;GK;es La Liga;37;3,232;0;0.00;0;0.00;0.00
1452;Javi López;DF;es La Liga;17;90;0;0.00;0;0.00;0.00
1453;Javi López;DF;es La Liga;33;1,384;0;0.00;0;0.00;0.00
1454;Lluis López;DF;es La Liga;22;300;0;0.00;0;0.00;0.00
1455;Maxime Lopez;MF,FW;fr Ligue 1;21;1,110;0;0.00;3;0.24;0.24
1456;Pau López;GK;it Serie A;24;2,880;0;0.00;0;0.00;0.00
1457;Roberto López;MF;es La Liga;19;51;0;0.00;1;1.76;1.76
1458;Unai López;MF;es La Liga;23;1,787;1;0.05;4;0.20;0.25
1459;Iker Losada;MF,FW;es La Liga;17;13;1;6.92;0;0.00;6.92
1460;Albert Lottin;MF;fr Ligue 1;17;45;0;0.00;0;0.00;0.00
1461;Imran Louza;MF,FW;fr Ligue 1;20;2,009;2;0.09;2;0.09;0.18
1462;Matteo Lovato;DF;it Serie A;19;9;0;0.00;0;0.00;0.00
1463;Dejan Lovren;DF;eng Premier League;30;777;0;0.00;1;0.12;0.12
1464;Eduard Löwen;MF,FW;de Bundesliga;22;671;2;0.27;1;0.13;0.40
1465;Eduard Löwen;MF;de Bundesliga;22;314;0;0.00;0;0.00;0.00
1466;Matthew Lowton;DF;eng Premier League;30;1,530;0;0.00;1;0.06;0.06
1467;Hirving Lozano;FW;it Serie A;24;1,025;4;0.35;1;0.09;0.44
1468;Pol Lozano;MF,FW;es La Liga;19;173;0;0.00;0;0.00;0.00
1469;Jan Luca Rumpf;DF;de Bundesliga;20;90;0;0.00;0;0.00;0.00
1470;Lucas;MF;de Bundesliga;20;65;1;1.38;0;0.00;1.38
1471;Jean Lucas;MF;fr Ligue 1;21;200;1;0.45;0;0.00;0.45
1472;Fabio Lucioni;DF;it Serie A;31;3,132;3;0.09;0;0.00;0.09
1473;José Luis Gayà;DF;es La Liga;24;1,988;0;0.00;1;0.05;0.05
1474;José Luis Morales;FW,MF;es La Liga;32;2,519;4;0.14;2;0.07;0.21
1475;José Luis Palomino;DF;it Serie A;29;2,480;2;0.07;1;0.04;0.11
1476;José Luis Rodríguez;FW;es La Liga;21;22;0;0.00;0;0.00;0.00
1477;David Luiz;DF;eng Premier League;32;2,809;2;0.06;1;0.03;0.10
1478;Douglas Luiz;MF;eng Premier League;21;2,612;3;0.10;2;0.07;0.17
1479;Jordan Lukaku;DF;it Serie A;25;396;0;0.00;2;0.45;0.45
1480;Romelu Lukaku;FW;it Serie A;26;2,979;23;0.69;2;0.06;0.76
1481;Dodi Lukebakio;FW,MF;de Bundesliga;21;2,031;7;0.31;6;0.27;0.58
1482;Saša Lukić;MF;it Serie A;22;1,861;1;0.05;1;0.05;0.10
1483;Senad Lulić;DF;it Serie A;33;1,573;0;0.00;2;0.11;0.11
1484;John Lundstram;MF;eng Premier League;25;2,458;5;0.18;3;0.11;0.29
1485;Sebastiano Luperto;DF;it Serie A;22;529;0;0.00;0;0.00;0.00
1486;Arnaud Lusamba;MF,FW;fr Ligue 1;22;982;1;0.09;2;0.18;0.27
1487;Andreas Luthe;GK;de Bundesliga;32;900;0;0.00;0;0.00;0.00
1488;Lyanco;DF;it Serie A;22;1,176;0;0.00;0;0.00;0.00
1489;Charalambos Lykogiannis;DF;it Serie A;25;1,338;0;0.00;1;0.07;0.07
1490;Yann M'Vila;MF,DF;fr Ligue 1;29;1,942;0;0.00;2;0.09;0.09
1491;Alexis Mac Allister;MF,FW;eng Premier League;20;352;0;0.00;0;0.00;0.00
1492;Darwin Machís;FW,MF;es La Liga;26;2,129;7;0.30;5;0.21;0.51
1493;Yvann Macon;DF;fr Ligue 1;20;95;0;0.00;0;0.00;0.00
1494;James Maddison;MF;eng Premier League;22;2,624;6;0.21;3;0.10;0.31
1495;Lisandro Magallán;DF;es La Liga;25;1,197;1;0.08;1;0.08;0.15
1496;Francesco Magnanelli;MF;it Serie A;34;1,397;0;0.00;0;0.00;0.00
1497;Giangiacomo Magnani;DF,MF;it Serie A;23;115;0;0.00;0;0.00;0.00
1498;Giangiacomo Magnani;DF;it Serie A;23;145;1;0.62;0;0.00;0.62
1499;Hugo Magnetti;MF;fr Ligue 1;21;236;0;0.00;0;0.00;0.00
1500;Harry Maguire;DF;eng Premier League;26;3,420;1;0.03;1;0.03;0.05
1501;Abdallahi Mahmoud;MF;es La Liga;19;152;0;0.00;0;0.00;0.00
1502;Riyad Mahrez;FW;eng Premier League;28;1,944;11;0.51;9;0.42;0.93
1503;Thiago Maia;MF;fr Ligue 1;22;48;0;0.00;0;0.00;0.00
1504;Arne Maier;MF;de Bundesliga;20;535;0;0.00;0;0.00;0.00
1505;Habib Maïga;MF;fr Ligue 1;23;2,266;1;0.04;2;0.08;0.12
1506;Mike Maignan;GK;fr Ligue 1;23;2,520;0;0.00;0;0.00;0.00
1507;Ainsley Maitland-Niles;DF;eng Premier League;21;1,386;0;0.00;2;0.13;0.13
1508;Josh Maja;FW;fr Ligue 1;20;735;6;0.73;2;0.24;0.98
1509;Abdul Majeed Waris;FW;fr Ligue 1;27;371;2;0.49;1;0.24;0.73
1510;Žan Majer;MF;it Serie A;27;1,664;1;0.05;1;0.05;0.11
1511;Jean-Victor Makengo;MF,FW;fr Ligue 1;21;988;2;0.18;0;0.00;0.18
1512;Nemanja Maksimović;MF;es La Liga;24;2,895;2;0.06;0;0.00;0.06
1513;Nikola Maksimović;DF;it Serie A;27;1,799;1;0.05;1;0.05;0.10
1514;Kévin Malcuit;DF;it Serie A;28;256;0;0.00;0;0.00;0.00
1515;Daniel Maldini;FW;it Serie A;17;27;0;0.00;0;0.00;0.00
1516;Ruslan Malinovskyi;MF,FW;it Serie A;26;1,535;8;0.47;3;0.18;0.64
1517;Yunus Mallı;FW,MF;de Bundesliga;27;673;0;0.00;1;0.13;0.13
1518;Hugo Mallo;DF;es La Liga;28;1,965;0;0.00;1;0.05;0.05
1519;Streli Mamba;FW;de Bundesliga;25;1,521;5;0.30;2;0.12;0.41
1520;Hianga Mananga Mbock;MF;fr Ligue 1;19;141;1;0.64;0;0.00;0.64
1521;Vincent Manceau;DF;fr Ligue 1;30;1,980;0;0.00;0;0.00;0.00
1522;Gianluca Mancini;DF,MF;it Serie A;23;2,740;1;0.03;0;0.00;0.03
1523;Marco Mancosu;MF,FW;it Serie A;30;2,440;14;0.52;2;0.07;0.59
1524;Steve Mandanda;GK;fr Ligue 1;34;2,370;0;0.00;0;0.00;0.00
1525;Reinildo Mandava;DF;fr Ligue 1;25;1,110;0;0.00;0;0.00;0.00
1526;Aïssa Mandi;DF;es La Liga;27;2,576;0;0.00;0;0.00;0.00
1527;Rolando Mandragora;MF;it Serie A;22;2,050;0;0.00;2;0.09;0.09
1528;Sadio Mané;FW;eng Premier League;27;2,747;18;0.59;7;0.23;0.82
1529;Eliaquim Mangala;DF;es La Liga;28;673;0;0.00;0;0.00;0.00
1530;Thomas Mangani;MF;fr Ligue 1;32;1,871;2;0.10;2;0.10;0.19
1531;Massimiliano Mangraviti;DF;it Serie A;21;972;0;0.00;0;0.00;0.00
1532;Kostas Manolas;DF;it Serie A;28;2,176;4;0.17;0;0.00;0.17
1533;Javier Manquillo;DF;eng Premier League;25;1,599;0;0.00;1;0.06;0.06
1534;Giacomo Manzari;FW,MF;it Serie A;18;16;0;0.00;0;0.00;0.00
1535;Myziane Maolida;FW,MF;fr Ligue 1;20;675;1;0.13;2;0.27;0.40
1536;Faitout Maouassa;DF;fr Ligue 1;21;1,803;3;0.15;1;0.05;0.20
1537;Fernando Marçal;DF;fr Ligue 1;30;829;0;0.00;1;0.11;0.11
1538;Marcelo;DF;es La Liga;31;1,296;1;0.07;2;0.14;0.21
1539;Marcelo;DF;fr Ligue 1;32;1,503;0;0.00;0;0.00;0.00
1540;Solly March;DF,FW;eng Premier League;25;1,143;0;0.00;1;0.08;0.08
1541;Gian Marco Ferrari;DF;it Serie A;27;1,897;0;0.00;1;0.05;0.05
1542;Óscar de Marcos;DF,FW;es La Liga;30;541;0;0.00;1;0.17;0.17
1543;Dario Maresic;DF;fr Ligue 1;19;90;0;0.00;0;0.00;0.00
1544;Miguel Marí;MF;es La Liga;22;6;0;0.00;0;0.00;0.00
1545;Pablo Marí;DF;eng Premier League;25;113;0;0.00;0;0.00;0.00
1546;José María Giménez;DF;es La Liga;24;1,755;0;0.00;0;0.00;0.00
1547;Mariano;FW;es La Liga;25;45;1;2.00;0;0.00;2.00
1548;Adrian Mariappa;DF;eng Premier League;32;1,513;0;0.00;0;0.00;0.00
1549;Jordan Marié;MF;fr Ligue 1;27;201;0;0.00;0;0.00;0.00
1550;Federico Marigosu;MF;it Serie A;18;24;0;0.00;0;0.00;0.00
1551;Adrián Marín;DF;es La Liga;22;852;0;0.00;0;0.00;0.00
1552;Guillermo Maripán;DF;es La Liga;25;90;0;0.00;0;0.00;0.00
1553;Guillermo Maripán;DF;fr Ligue 1;25;1,753;2;0.10;0;0.00;0.10
1554;Marlon;DF;it Serie A;23;1,818;0;0.00;0;0.00;0.00
1555;Omar Marmoush;MF,FW;de Bundesliga;20;81;0;0.00;0;0.00;0.00
1556;Gonzalo Maroni;MF;it Serie A;20;181;0;0.00;1;0.50;0.50
1557;Marquinhos;MF,DF;fr Ligue 1;25;1,476;3;0.18;1;0.06;0.24
1558;Bruno Martella;DF,MF;it Serie A;26;1,270;0;0.00;0;0.00;0.00
1559;Roger Martí;FW;es La Liga;28;2,267;11;0.44;1;0.04;0.48
1560;Anthony Martial;FW;eng Premier League;23;2,624;17;0.58;6;0.21;0.79
1561;Aarón Martín;DF;de Bundesliga;22;1,792;0;0.00;0;0.00;0.00
1562;Daniel Martín;GK;es La Liga;21;531;0;0.00;0;0.00;0.00
1563;David Martin;GK;eng Premier League;33;436;0;0.00;0;0.00;0.00
1564;Jonas Martin;MF;fr Ligue 1;29;113;0;0.00;0;0.00;0.00
1565;Jonas Martin;MF;fr Ligue 1;29;247;0;0.00;0;0.00;0.00
1566;Josh Martin;FW;eng Premier League;17;37;0;0.00;0;0.00;0.00
1567;Martinelli;FW;eng Premier League;18;663;3;0.41;0;0.00;0.41
1568;Álex Martínez;DF;es La Liga;28;15;0;0.00;0;0.00;0.00
1569;Emiliano Martínez;GK;eng Premier League;26;771;0;0.00;0;0.00;0.00
1570;Iñigo Martínez;DF;es La Liga;28;2,970;1;0.03;1;0.03;0.06
1571;Javi Martínez;MF;es La Liga;19;10;0;0.00;0;0.00;0.00
1572;Javi Martínez;DF,MF;de Bundesliga;30;675;0;0.00;0;0.00;0.00
1573;Lautaro Martínez;FW;it Serie A;21;2,452;14;0.51;3;0.11;0.62
1574;Pablo Martinez;DF;fr Ligue 1;30;2,339;2;0.08;1;0.04;0.12
1575;Pablo Martínez;MF,FW;es La Liga;21;33;0;0.00;0;0.00;0.00
1576;Gelson Martins;DF,FW;fr Ligue 1;24;1,674;4;0.22;1;0.05;0.27
1577;Adam Marušić;DF;it Serie A;26;942;2;0.19;1;0.10;0.29
1578;Omar Mascarell;MF;de Bundesliga;26;2,026;0;0.00;1;0.04;0.04
1579;Andrea Masiello;DF;it Serie A;33;1,324;0;0.00;1;0.07;0.07
1580;Andrea Masiello;DF;it Serie A;33;543;0;0.00;0;0.00;0.00
1581;Adam Masina;DF;eng Premier League;25;1,821;1;0.05;0;0.00;0.05
1582;Jordi Masip;GK;es La Liga;30;3,150;0;0.00;0;0.00;0.00
1583;Arthur Masuaku;DF;eng Premier League;25;937;0;0.00;1;0.10;0.10
1584;Jaime Mata;FW;es La Liga;30;2,747;11;0.36;3;0.10;0.46
1585;Juan Mata;MF,FW;eng Premier League;31;758;0;0.00;2;0.24;0.24
1586;Aleš Matějů;DF;it Serie A;23;2,548;0;0.00;1;0.04;0.04
1587;Jean-Philippe Mateta;FW;de Bundesliga;22;1,053;3;0.26;1;0.09;0.34
1588;Nemanja Matić;MF;eng Premier League;30;1,581;0;0.00;2;0.11;0.11
1589;Joël Matip;DF;eng Premier League;27;703;1;0.13;0;0.00;0.13
1590;Rabbi Matondo;FW,MF;de Bundesliga;18;1,162;2;0.15;0;0.00;0.15
1591;Alessandro Matri;FW,MF;it Serie A;34;89;0;0.00;0;0.00;0.00
1592;Federico Mattiello;DF;it Serie A;24;930;0;0.00;1;0.10;0.10
1593;Blaise Matuidi;MF;it Serie A;32;2,237;0;0.00;2;0.08;0.08
1594;Neal Maupay;FW;eng Premier League;22;2,766;10;0.33;3;0.10;0.42
1595;Stephy Mavididi;FW,MF;fr Ligue 1;21;1,391;5;0.32;1;0.06;0.39
1596;Philipp Max;DF;de Bundesliga;25;2,706;8;0.27;6;0.20;0.47
